season,week,t,w_shap_judge,w_entropy_judge,w_final_judge,w_final_fan
8,5,0.45454545454545453,0.9916483777332451,0.5665177547428244,0.8215961285370768,0.17840387146292325
8,6,0.5454545454545454,0.9977292227798629,0.4950034430522183,0.796638910888805,0.203361089111195
8,7,0.6363636363636364,0.9951122480775163,0.4976910464197508,0.7961437674144102,0.20385623258558982
8,8,0.7272727272727273,1.0,0.5221586431181147,0.8088634572472458,0.19113654275275416
8,9,0.8181818181818182,1.0,0.5175272641337539,0.8070109056535015,0.19298909434649847
8,10,0.9090909090909091,0.9906901485480926,0.4991049822614381,0.7940560820334308,0.2059439179665692
8,11,1.0,0.8962406251802889,0.4997582659725416,0.73764768149719,0.26235231850281004
9,1,0.1,0.9756102115647772,0.49527417846314303,0.7834757983241236,0.21652420167587638
9,2,0.2,0.9502106662072508,0.49306100604371095,0.7673508021418348,0.23264919785816518
9,3,0.3,0.9781825474107945,0.6180408452144446,0.8341258665322545,0.1658741334677455
9,4,0.4,0.9970899316131353,0.5908296339170018,0.8345858125346819,0.1654141874653181
9,5,0.5,0.9741770658690285,0.5523900503897115,0.8054622596773017,0.19453774032269833
9,6,0.6,0.9967268899821584,0.5478362638349704,0.8171706395232832,0.18282936047671683
9,7,0.7,0.9519208111937356,0.4979669336865338,0.7703392601908549,0.22966073980914514
9,8,0.8,0.9242610992070427,0.49825165380606534,0.7538573210466517,0.2461426789533483
9,9,0.9,0.9369445349807982,0.523638295811404,0.7716220393130404,0.2283779606869596
9,10,1.0,1.0,0.4999464352954234,0.7999785741181693,0.2000214258818307
10,1,0.1,0.992392190367848,0.4913214227110724,0.7919638833051377,0.20803611669486233
10,2,0.2,0.9935226103344501,0.5982248382877913,0.8354035015157866,0.16459649848421343
10,3,0.3,0.9927527119982384,0.4932393119427978,0.7929473519760621,0.20705264802393786
10,4,0.4,0.9869096992785339,0.5202575192655053,0.8002488272733225,0.19975117272667753
10,5,0.5,0.9829441247097647,0.490239855551887,0.7858624170466135,0.21413758295338647
10,6,0.6,0.9821333746544882,0.49591566703653445,0.7876462916073067,0.2123537083926933
10,7,0.7,0.9970565992454676,0.534171077468808,0.8119023905348037,0.18809760946519627
10,8,0.8,0.993610459702319,0.49767413329867377,0.7952359291408608,0.20476407085913917
10,9,0.9,1.0,0.4997010290702535,0.7998804116281014,0.20011958837189858
10,10,1.0,0.9308270834535259,0.49980200029682803,0.7584170501908468,0.24158294980915318
11,1,0.1,0.9591202247004984,0.4959384330572709,0.7738475080432075,0.22615249195679255
11,2,0.2,0.9694309405596568,0.4944912134053408,0.7794550496979304,0.22054495030206955
11,3,0.3,0.9962203600192089,0.49581137415690013,0.7960567656742853,0.2039432343257147
11,4,0.4,0.9947790870340517,0.48845393674383214,0.7922490269179638,0.20775097308203616
11,5,0.5,0.9982305773012312,0.5488127653918459,0.8184634525374771,0.1815365474625229
11,6,0.6,0.9943878518798422,0.5113618254430834,0.8011774413051387,0.19882255869486132
11,7,0.7,0.989316965622397,0.5406342233502036,0.8098438687135197,0.19015613128648035
11,8,0.8,0.9888541880426348,0.5198277385828818,0.8012436082587335,0.19875639174126647
11,9,0.9,1.0,0.5123231823965368,0.8049292729586147,0.19507072704138528
11,10,1.0,0.9088507448234855,0.49932788213779755,0.7450415997492102,0.25495840025078975
12,1,0.1,0.9648723010107308,0.4922272236004007,0.7758142700465988,0.22418572995340125
12,2,0.2,0.9956962765083974,0.5020821268627096,0.7982506166501223,0.2017493833498777
12,3,0.3,1.0,0.49455224104848194,0.7978208964193928,0.2021791035806072
12,4,0.4,0.999589248587471,0.5389276956686168,0.8153246274199293,0.18467537258007072
12,5,0.5,0.9978024136071155,0.4993719085391606,0.7984302115799335,0.20156978842006645
12,6,0.6,0.9971457838412191,0.49764558358876476,0.7973457037402373,0.20265429625976272
12,7,0.7,0.9899387297368749,0.6158543686349313,0.8403049852960974,0.15969501470390257
12,8,0.8,1.0,0.5087545296658468,0.8035018118663387,0.19649818813366127
12,9,0.9,0.9267293205192138,0.4961043102399369,0.754479316407503,0.245520683592497
12,10,1.0,1.0,0.5,0.8,0.19999999999999996
13,1,0.1,0.9900875522815181,0.49222540130943077,0.7909426918926832,0.20905730810731682
13,2,0.2,0.998935150616725,0.6658415899511468,0.8656977263504937,0.1343022736495063
13,3,0.3,1.0,0.5338104269432968,0.8135241707773188,0.18647582922268124
13,4,0.4,0.9843391771726915,0.5492111023147898,0.8102879472295308,0.1897120527704692
13,5,0.5,0.9974491861063035,0.4950326451330289,0.7964825697169936,0.2035174302830064
13,6,0.6,0.9634576970464774,0.4939401814685292,0.7756506908152981,0.22434930918470186
13,7,0.7,0.9873207586120236,0.5322990581440542,0.8053120784248359,0.19468792157516412
13,8,0.8,0.8806837820249487,0.4971547754093458,0.7272721793787075,0.2727278206212925
13,9,0.9,0.985551152124379,0.4983441889763999,0.7906683668651875,0.2093316331348125
13,10,1.0,0.9114817405903464,0.499963698460411,0.7468745237383723,0.25312547626162774
14,1,0.1,0.9936593411106818,0.4974710197156102,0.7951840125526531,0.20481598744734686
14,2,0.2,0.9980091412245229,0.49349457354615817,0.796203314153177,0.20379668584682298
14,3,0.3,0.9921353490477322,0.5015737263219687,0.7959106999574268,0.2040893000425732
14,4,0.4,0.9843805486234134,0.5498078331695316,0.8105514624418607,0.18944853755813928
14,5,0.5,0.9969566132019549,0.49489545722365386,0.7961321508106345,0.2038678491893655
14,6,0.6,0.9965859255649284,0.49391256824282653,0.7955165826360877,0.2044834173639123
14,7,0.7,0.9827720415434661,0.5293458886437424,0.8014015803835766,0.19859841961642344
14,8,0.8,0.9921053624843597,0.4988873025295304,0.7948181385024279,0.20518186149757212
14,9,0.9,0.9678218670754324,0.5519358478799589,0.801467459397243,0.19853254060275705
14,10,1.0,1.0,0.5,0.8,0.19999999999999996
15,1,0.1,0.9801609755008746,0.4948674897743356,0.7860435812102589,0.21395641878974114
15,2,0.2,0.9997064344365909,0.5430737278131283,0.8170533517872058,0.18294664821279416
15,3,0.3,1.0,0.5553809922478791,0.8221523968991516,0.17784760310084835
15,4,0.4,0.9877010634243324,0.5438716864332315,0.810169312627892,0.18983068737210795
15,5,0.5,1.0,0.49906350217993434,0.7996254008719738,0.20037459912802624
15,6,0.6,0.9819657449000797,0.6883342415651102,0.8645131435660919,0.13548685643390812
15,7,0.7,0.9812497608811619,0.49715946527222177,0.7876136426375859,0.21238635736241407
15,8,0.8,0.99446889668977,0.4739008857751187,0.7862416923239095,0.2137583076760905
15,9,0.9,0.9841364751186127,0.5317707492356318,0.8031901847654204,0.19680981523457963
15,10,1.0,0.9160413890045985,0.49994886043040554,0.7496043775749214,0.2503956224250786
16,1,0.1,0.9635659830664359,0.49282769687493516,0.7752706685898356,0.22472933141016438
16,2,0.2,0.9958886734253243,0.49041356162370087,0.7936986287046749,0.2063013712953251
16,3,0.3,0.9996055228477176,0.49334079698830896,0.7970996325039541,0.2029003674960459
16,4,0.4,0.9889285992144708,0.49591149193714074,0.7917217563035388,0.2082782436964612
16,5,0.5,0.984921534976425,0.49623298401906973,0.7894461145934828,0.2105538854065172
16,6,0.6,0.9807877440144317,0.4955758444106276,0.7867029841729101,0.21329701582708993
16,7,0.7,0.9761118160523209,0.49542213081306385,0.783835941956618,0.216164058043382
16,8,0.8,0.9961961859092441,0.4978626889989499,0.7968627871451264,0.20313721285487363
16,9,0.9,0.9917974333920283,0.49920042718305047,0.7947586309084371,0.20524136909156288
16,10,1.0,0.989655664040274,0.5185009216863226,0.8011937670986935,0.1988062329013065
17,1,0.09090909090909091,0.9783999617281808,0.49220927702884487,0.7839236878484465,0.21607631215155354
17,2,0.18181818181818182,0.9833561102228603,0.5459587866604597,0.8083971807979001,0.19160281920209987
17,3,0.2727272727272727,0.9915991876868214,0.498586446711671,0.7943940912967612,0.2056059087032388
17,4,0.36363636363636365,1.0,0.49487141270075075,0.7979485650803003,0.20205143491969968
17,5,0.45454545454545453,1.0,0.5523693460871605,0.8209477384348642,0.17905226156513576
17,6,0.5454545454545454,0.9936061874277933,0.4963615900861309,0.7947083484911284,0.20529165150887163
17,7,0.6363636363636364,0.9970250780596467,0.5449316849737957,0.8161877208253063,0.18381227917469367
17,8,0.7272727272727273,0.9966656427961085,0.5859262489222286,0.8323698852465565,0.16763011475344347
17,9,0.8181818181818182,1.0,0.49851081378966033,0.7994043255158642,0.20059567448413584
17,10,0.9090909090909091,0.9863127468458334,0.5288532685985955,0.8033289555469382,0.19667104445306183
17,11,1.0,0.9544764645044753,0.49878758957859093,0.7722009145341215,0.22779908546587846
18,1,0.1,0.9879077028550538,0.4923469787351094,0.789683413207076,0.21031658679292398
18,2,0.2,1.0,0.528524383900765,0.811409753560306,0.18859024643969402
18,3,0.3,0.9972407602318463,0.4970537167381661,0.7971659428343741,0.20283405716562586
18,4,0.4,0.9659064918801195,0.49457669221512074,0.77737457201412,0.22262542798588003
18,5,0.5,1.0,0.5252232911950414,0.8100893164780165,0.18991068352198348
18,6,0.6,0.988327662659341,0.49815000034320855,0.792256597732888,0.20774340226711197
18,7,0.7,0.9734860099664219,0.4981455607534504,0.7833498302812333,0.21665016971876672
18,8,0.8,0.9884291684547648,0.3963104450321435,0.7515816790857163,0.24841832091428373
18,9,0.9,0.9934550154478684,0.519781849547906,0.8039857490878833,0.19601425091211666
18,10,1.0,0.9402933856047828,0.5053099902430404,0.7663000274600857,0.23369997253991426
19,1,0.09090909090909091,0.9876714960056073,0.5513860774124546,0.8131573285683462,0.18684267143165378
19,2,0.18181818181818182,0.9955968245852922,0.5641255922141264,0.8230083316368259,0.17699166836317415
19,3,0.2727272727272727,0.9880134922809625,0.49123097845809627,0.789300486751816,0.21069951324818403
19,4,0.36363636363636365,0.9698804537527504,0.4433166550128091,0.7592549342567738,0.24074506574322618
19,5,0.45454545454545453,0.9937295830409002,0.49321714232099184,0.7935246067529369,0.2064753932470631
19,6,0.5454545454545454,0.9880193750267895,0.6964343035988448,0.8713853464556116,0.1286146535443884
19,7,0.6363636363636364,0.9924404679230381,0.5439979263952177,0.8130634513119099,0.18693654868809007
19,8,0.7272727272727273,0.9854554683814346,0.49450122655138556,0.7890737716494151,0.21092622835058494
19,9,0.8181818181818182,1.0,0.5120099412668145,0.8048039765067259,0.19519602349327414
19,10,0.9090909090909091,0.9833942485435417,0.4996651728203646,0.7899026182542709,0.21009738174572912
19,11,1.0,0.8973797529090948,0.49983194176426815,0.7383606284511641,0.2616393715488359
20,1,0.1,0.9796506843600085,0.495045448755111,0.7858085901180494,0.21419140988195062
20,2,0.2,0.9858710674284342,0.5367506624611276,0.8062229054415115,0.19377709455848846
20,3,0.3,0.9990132804326015,0.4959648154463665,0.7977938944381076,0.20220610556189245
20,4,0.4,0.991678671696335,0.6043310585265882,0.8367396264284362,0.16326037357156375
20,5,0.5,0.9778571610995347,0.5669335354211008,0.8134877108281611,0.18651228917183893
20,6,0.6,0.9801825101306341,0.5414363546911926,0.8046840479548575,0.19531595204514252
20,7,0.7,0.9544316048468666,0.6912943289616243,0.8491766944927697,0.15082330550723033
20,8,0.8,0.9998159417930917,0.4955229796861465,0.7980987569503136,0.20190124304968637
20,9,0.9,0.9707301643990424,0.5044879952974314,0.784233296758398,0.21576670324160196
20,10,1.0,1.0,0.5,0.8,0.19999999999999996
21,1,0.09090909090909091,0.9579250374625521,0.49186665726147627,0.7715016853821217,0.22849831461787828
21,2,0.18181818181818182,0.9937926714117729,0.49367048080256437,0.7937437951680895,0.20625620483191054
21,3,0.2727272727272727,0.998697865877544,0.4942565793492177,0.7969213512662134,0.20307864873378656
21,4,0.36363636363636365,0.9991920290276795,0.4940501945995786,0.7971352952564391,0.2028647047435609
21,5,0.45454545454545453,0.9919391077699027,0.4942930557958313,0.7928806869802741,0.20711931301972586
21,6,0.5454545454545454,0.9941825634052962,0.493691426487073,0.7939861086380069,0.2060138913619931
21,7,0.6363636363636364,0.9966214923264815,0.6160390865258266,0.8443885300062195,0.1556114699937805
21,8,0.7272727272727273,0.9201909527439798,0.4956625128659712,0.7503795767927763,0.24962042320722366
21,9,0.8181818181818182,0.9826642871819075,0.507851767448246,0.7927392792884429,0.2072607207115571
21,10,0.9090909090909091,0.9762084997315392,0.49894699297612055,0.7853038970293718,0.21469610297062824
21,11,1.0,1.0,0.49755231979526077,0.7990209279181043,0.2009790720818957
22,1,0.1,0.9484579114666368,0.49392367415838634,0.7666442165433366,0.2333557834566634
22,2,0.2,1.0,0.49303991526758006,0.797215966107032,0.20278403389296795
22,3,0.3,0.9951571084140735,0.49482782678917914,0.7950253957641158,0.2049746042358842
22,4,0.4,0.9977479103585516,0.5567160088398132,0.8213351497510563,0.17866485024894374
22,5,0.5,0.9781815997126208,0.4935675061948586,0.7843359623055158,0.21566403769448417
22,6,0.6,0.9613542860107713,0.49509705392304404,0.7748513931756804,0.22514860682431959
22,7,0.7,0.9804598486644058,0.551978834022835,0.8090674428077775,0.19093255719222246
22,8,0.8,0.9943719203530242,0.5351483319070062,0.810682484974617,0.18931751502538297
22,9,0.9,0.9311356804095979,0.4995319772711136,0.7584941991542042,0.24150580084579576
22,10,1.0,0.8784676597646474,0.4998588382742088,0.727024131168472,0.272975868831528
23,1,0.09090909090909091,0.9843747859822696,0.4920177533254266,0.7874319729195324,0.21256802708046763
23,2,0.18181818181818182,0.9995544251545132,0.5750778219605786,0.8297637838769394,0.1702362161230606
23,3,0.2727272727272727,0.9994796682270498,0.4960947142277338,0.7981256866273234,0.20187431337267658
23,4,0.36363636363636365,0.9389680015615149,0.4910890204334429,0.759816409110286,0.24018359088971397
23,5,0.45454545454545453,0.9947541824918459,0.4990509705476336,0.796472897714161,0.20352710228583903
23,6,0.5454545454545454,0.980823777126071,0.49500041709389775,0.7864944331132018,0.21350556688679823
23,7,0.6363636363636364,0.9830159444970629,0.5491713021704828,0.8094780875664308,0.1905219124335692
23,8,0.7272727272727273,0.9900735844061073,0.5844723231069797,0.8278330798864563,0.17216692011354373
23,9,0.8181818181818182,0.97577096689213,0.4990564063975203,0.7850851426942861,0.2149148573057139
23,10,0.9090909090909091,1.0,0.5046435329542998,0.8018574131817199,0.19814258681828012
23,11,1.0,0.9893772670020791,0.4999186144438243,0.793593805978777,0.20640619402122296
24,1,0.1,0.981328892448704,0.49048166740361826,0.7849900024306697,0.21500999756933026
24,2,0.2,1.0,0.4964154826843098,0.7985661930737239,0.2014338069262761
24,3,0.3,0.9977231555482138,0.4983136525394413,0.7979593543447048,0.20204064565529523
24,4,0.4,0.9751936151362852,0.49399791409562877,0.7827153347200226,0.21728466527997736
24,5,0.5,0.9880339978835955,0.6021073658849802,0.8336633450841493,0.1663366549158507
24,6,0.6,0.9973191354970937,0.7082632691296049,0.8816967889500982,0.11830321104990182
24,7,0.7,0.9848482352744995,0.6301820406791393,0.8429817574363554,0.1570182425636446
24,8,0.8,0.9855932698000427,0.497936323504169,0.7905304912816932,0.20946950871830683
24,9,0.9,0.9637934914141876,0.49358461347328686,0.7757099402378272,0.22429005976217276
24,10,1.0,1.0,0.4999895386876423,0.7999958154750569,0.20000418452494306
25,1,0.1,0.9975754427687662,0.4930300790112537,0.7957572972657612,0.20424270273423883
25,2,0.2,0.9934283116997065,0.49372240802895223,0.7935459502314048,0.20645404976859516
25,3,0.3,0.9793660322050561,0.49232235373429656,0.7845485608167523,0.21545143918324772
25,4,0.4,0.9615369837423592,0.56010567587095,0.8009644605937954,0.19903553940620455
25,5,0.5,0.9833500239841277,0.5593047848182465,0.8137319283177753,0.1862680716822247
25,6,0.6,0.9729801102324689,0.49440031363623715,0.7815481915939761,0.21845180840602385
25,7,0.7,0.9988541912861191,0.49742727321402463,0.7982834240572814,0.20171657594271863
25,8,0.8,0.9256215748467846,0.6052280288541579,0.797464156449734,0.202535843550266
25,9,0.9,0.990640806173234,0.5527525097306201,0.8154854875961884,0.18451451240381156
25,10,1.0,0.9893501454690649,0.4998385308391972,0.7935454996171178,0.20645450038288216
26,1,0.25,0.9918736312373134,0.5666669590187574,0.8217909623498909,0.1782090376501091
26,2,0.5,0.9826782131575605,0.5078661070995361,0.7927533707343507,0.2072466292656493
26,3,0.75,0.9728717817224409,0.49647704248474744,0.7823138860273635,0.21768611397263649
26,4,1.0,0.9077694446047013,0.49989237903026906,0.7446186183749284,0.2553813816250716
27,1,0.1111111111111111,0.9905815248080139,0.5594355385516911,0.8181231303054848,0.18187686969451522
27,2,0.2222222222222222,0.9937574561058051,0.5461897491679574,0.814730373330666,0.185269626669334
27,3,0.3333333333333333,0.9963295993801463,0.5594504729758158,0.8215779488184142,0.17842205118158583
27,4,0.4444444444444444,0.9758301640514266,0.5352235358189112,0.7995875127584204,0.20041248724157956
27,5,0.5555555555555556,0.9843115359526633,0.49467573337446713,0.7884572149213849,0.21154278507861513
27,6,0.6666666666666666,0.9960386439088136,0.5610738878809949,0.822052741497686,0.17794725850231397
27,7,0.7777777777777778,0.9945865441541744,0.5277163791333981,0.8078384781458638,0.19216152185413615
27,8,0.8888888888888888,0.9917345712047765,0.5185789392496563,0.8024723184227284,0.19752768157727163
27,9,1.0,0.9735631512261633,0.49968209903637306,0.7840107303502473,0.21598926964975274
28,1,0.09090909090909091,0.983295501920209,0.4918041343574066,0.786698954895088,0.213301045104912
28,2,0.18181818181818182,0.9948691562530521,0.5104024468193327,0.8010824724795643,0.19891752752043568
28,3,0.2727272727272727,0.9992574044459995,0.49205356325750294,0.7963758679706009,0.2036241320293991
28,4,0.36363636363636365,0.9996345662933244,0.5636351202659097,0.8252347878823585,0.1747652121176415
28,5,0.45454545454545453,0.9871334401561118,0.4962445435171062,0.7907778815005095,0.20922211849949046
28,6,0.5454545454545454,1.0,0.4981145430943824,0.799245817237753,0.200754182762247
28,7,0.6363636363636364,0.9940989253280028,0.267655648604621,0.7035216146386502,0.29647838536134985
28,8,0.7272727272727273,0.9962495651817264,0.4125959015128645,0.7627880997141816,0.2372119002858184
28,9,0.8181818181818182,0.9503091510696937,0.3331962139212675,0.7034639762103232,0.2965360237896768
28,10,0.9090909090909091,0.9421182141304842,0.2822556867829841,0.6781732031914842,0.3218267968085158
28,11,1.0,0.9493912095045235,0.4997624234026101,0.7695396950637582,0.2304603049362418
29,1,0.09090909090909091,0.9757053932548885,0.49333838084428744,0.782758588290648,0.21724141170935196
29,2,0.18181818181818182,0.99842465451056,0.5106065346382236,0.8032974065616254,0.1967025934383746
29,3,0.2727272727272727,0.9736620637041095,0.44140120598249727,0.7607577206154645,0.23924227938453546
29,4,0.36363636363636365,0.9813026484212666,0.6714381529943922,0.8573568502505169,0.1426431497494831
29,5,0.45454545454545453,0.9962474125997401,0.4961242466703318,0.7961981462279768,0.2038018537720232
29,6,0.5454545454545454,0.9988561875521685,0.4335990903296742,0.7727533486631708,0.2272466513368292
29,7,0.6363636363636364,0.9860052297971159,0.4131587184164105,0.7568666252448337,0.24313337475516628
29,8,0.7272727272727273,0.9920426542230745,0.5521766360623064,0.8160962469587673,0.18390375304123274
29,9,0.8181818181818182,0.9844311910974772,0.45786525004731427,0.773804814677412,0.22619518532258798
29,10,0.9090909090909091,0.9797521308479672,0.48504515630898687,0.781869341032375,0.21813065896762496
29,11,1.0,1.0,0.499999999999998,0.7999999999999992,0.20000000000000084
30,1,0.1,0.8842253763114828,0.4939937526131661,0.728132726832156,0.271867273167844
30,2,0.2,0.9978150145506576,0.4054125730239894,0.7608540379399903,0.2391459620600097
30,3,0.3,0.998442364365797,0.5689506741903243,0.8266456882956079,0.17335431170439208
30,4,0.4,0.991327054622621,0.4526757550124044,0.7758665347785344,0.2241334652214656
30,5,0.5,0.999642757317318,0.42092748181584166,0.7681566471167275,0.2318433528832725
30,6,0.6,0.9948306557620971,0.35344740883412085,0.7382773569909066,0.2617226430090934
30,7,0.7,0.9709815174416209,0.5838176626990209,0.8161159755445809,0.18388402445541907
30,8,0.8,0.9951460263405982,0.3500240205742462,0.7370972240340574,0.2629027759659426
30,9,0.9,0.9674590257680317,0.4143503610298653,0.7462155598727651,0.2537844401272349
30,10,1.0,0.9645051866063266,0.499845594100307,0.7786413496039186,0.22135865039608138
31,1,0.1,0.9923600575651201,0.4861647303453656,0.7898819266772183,0.21011807332278165
31,2,0.2,0.9942481198621016,0.6074732269233655,0.8395381626866071,0.16046183731339292
31,3,0.3,0.9986855037891963,0.5231489650303115,0.8084708882856423,0.1915291117143577
31,4,0.4,0.9941247067699369,0.46873678991237216,0.7839695400269111,0.2160304599730889
31,5,0.5,0.9992070793878011,0.4734534074873639,0.7889056106276262,0.2110943893723738
31,6,0.6,0.999704593761864,0.3437022977126262,0.7373036753421689,0.2626963246578311
31,7,0.7,0.9998701601680651,0.5748846854594938,0.8298759702846366,0.17012402971536345
31,8,0.8,0.9825065527940547,0.4106930755323809,0.7537811618893852,0.24621883811061485
31,9,0.9,0.9706764460300231,0.4081777775535502,0.7456769786394339,0.25432302136056606
31,10,1.0,1.0,0.5,0.8,0.19999999999999996
32,1,0.09090909090909091,0.9505915711331787,0.5367713576584561,0.7850634857432897,0.21493651425671034
32,2,0.18181818181818182,0.9996437251745776,0.2387192491102751,0.6952739347488566,0.30472606525114343
32,3,0.2727272727272727,0.9924398132282853,0.41388349697646853,0.7610172867275585,0.23898271327244147
32,4,0.36363636363636365,0.9922236745748192,0.4791509756705011,0.786994595013092,0.213005404986908
32,5,0.45454545454545453,0.9981998263033803,0.33127024625576024,0.7314279942843323,0.26857200571566775
32,6,0.5454545454545454,0.9935198604958648,0.5320333428382168,0.8089252534328056,0.19107474656719436
32,7,0.6363636363636364,1.0,0.4082592198763705,0.7633036879505481,0.23669631204945185
32,8,0.7272727272727273,0.9951736349663951,0.3530232779314928,0.7383134921524342,0.26168650784756575
32,9,0.8181818181818182,0.9784750564624124,0.5012488029528949,0.7875845550586054,0.21241544494139464
32,10,0.9090909090909091,1.0,0.49957585921391695,0.7998303436855667,0.2001696563144333
32,11,1.0,1.0,0.49989980480708557,0.7999599219228342,0.20004007807716584
