season,week,method,w_judge,w_fan,n_contestants,eliminated,revived,excitement_var
26,1,rank,,,10,"Kareem Abdul-Jabbar,Johnny Damon",,0.11308641975308642
26,2,rank,,,8,"Kareem Abdul-Jabbar,Jennie Finch Daigle",,0.09685905612244898
26,3,rank,,,6,"Jennie Finch Daigle,Chris Mazdzer,Mirai Nagasu",,0.11472222222222221
26,4,rank,,,3,,,0.16666666666666666
27,1,rank,,,13,Joe Amabile,,0.09709894806048652
27,2,rank,,,12,Danelle Umstead,,0.11720521541950113
27,3,rank,,,11,Joe Amabile,,0.10739669421487602
27,4,rank,,,10,Joe Amabile,,0.08876543209876545
27,5,rank,,,9,Joe Amabile,,0.10657793209876543
27,6,rank,,,9,John Schneider,,0.1031057098765432
27,7,rank,,,8,"Joe Amabile,DeMarcus Ware",,0.10132334183673469
27,8,rank,,,6,"Joe Amabile,Bobby Bones",,0.1584201388888889
27,9,rank,,,4,,,0.1579861111111111
28,1,rank,,,12,Lamar Odom,,0.09577307162534433
28,2,rank,,,12,Lamar Odom,,0.10863882590073067
28,3,rank,,,10,Lamar Odom,,0.10682098765432098
28,4,rank,,,10,Lamar Odom,,0.11916666666666667
28,5,rank,,,9,Sean Spicer,,0.10657793209876543
28,6,rank,,,9,Sean Spicer,,0.11467978395061729
28,7,rank,,,8,Sean Spicer,,0.12364477040816327
28,8,rank,,,7,Sean Spicer,,0.10912698412698414
28,9,rank,,,6,Sean Spicer,,0.11333333333333336
28,10,rank,,,5,James Van Der Beek,,0.11500000000000002
28,11,rank,,,4,,,0.1388888888888889
29,1,rank,,,15,Charles Oakley,,0.10428898033836305
29,2,rank,,,15,Charles Oakley,,0.09404663923182441
29,3,rank,,,14,Carole Baskin,,0.09926337398864872
29,4,rank,,,13,Anne Heche,,0.11421057574903729
29,5,rank,,,12,Jesse Metcalfe,,0.09826152683295541
29,6,rank,,,11,Skai Jackson,,0.11512396694214874
29,7,rank,,,10,Monica Aldama,,0.10629629629629629
29,8,rank,,,8,Nelly,,0.1055484693877551
29,9,rank,,,7,AJ McLean,,0.14100185528756956
29,10,rank,,,6,"Johnny Weir,Nelly",,0.16493055555555555
29,11,rank,,,4,,,0.14409722222222224
30,1,rank,,,15,Martin Kove,,0.09180272108843537
30,2,rank,,,15,Martin Kove,,0.0935034013605442
30,3,rank,,,14,Cody Rigsby,,0.10459591836734694
30,4,rank,,,13,"Brian Austin Green,Matt James",,0.10020134779750166
30,5,rank,,,11,Iman Shumpert,,0.10090909090909089
30,6,rank,,,10,Kenya Moore,,0.10074074074074073
30,7,rank,,,9,"Mike ""The Miz"" Mizanin",,0.09384645061728396
30,8,rank,,,8,"Jimmie Allen,Iman Shumpert",,0.12236926020408162
30,9,rank,,,6,"Melora Hardin,Cody Rigsby",,0.137517146776406
30,10,rank,,,4,,,0.1579861111111111
31,1,rank,,,16,Vinny Guadagnino,,0.09957918400713436
31,2,rank,,,15,Cheryl Ladd,,0.1084346898338668
31,3,rank,,,14,Vinny Guadagnino,,0.11072653061224491
31,4,rank,,,13,Sam Champion,,0.10166009204470743
31,5,rank,,,12,Vinny Guadagnino,,0.1001492194674013
31,6,rank,,,10,Vinny Guadagnino,,0.09324074074074072
31,7,rank,,,9,Jordin Sparks,,0.12422496570644717
31,8,rank,,,8,"Vinny Guadagnino,Heidi D'Amelio",,0.11065051020408165
31,9,rank,,,6,"Trevor Donovan,Daniel Durant",,0.12555555555555556
31,10,rank,,,4,,,0.17
32,1,rank,,,14,Matt Walsh,,0.10607993197278912
32,2,rank,,,13,Mauricio Umansky,,0.09418145956607495
32,3,rank,,,12,Tyson Beckford,,0.10197141873278237
32,4,rank,,,11,Barry Williams,,0.10393534946544265
32,5,rank,,,10,Harry Jowsey,,0.10311728395061728
32,6,rank,,,9,Harry Jowsey,,0.1015625
32,7,rank,,,8,Harry Jowsey,,0.1132015306122449
32,8,rank,,,7,Harry Jowsey,,0.10912698412698414
32,9,rank,,,6,Harry Jowsey,,0.11666666666666665
32,10,rank,,,5,Alyson Hannigan,,0.125
32,11,rank,,,5,,,0.12875
33,1,rank,,,13,Eric Roberts,,0.09522928994082838
33,2,rank,,,13,"Reginald VelJohnson,Anna Delvey",,0.11746295662379577
33,3,rank,,,11,"Reginald VelJohnson,Eric Roberts",,0.09991735537190083
33,4,rank,,,9,Dwight Howard,,0.08866941015089164
33,5,rank,,,8,Phaedra Parks,,0.11968315972222224
33,6,rank,,,7,Ilona Maher,,0.11281179138321994
33,7,rank,,,6,Dwight Howard,,0.11333333333333336
33,8,rank,,,5,Stephen Nedoroscik,,0.14
33,9,rank,,,5,,,0.1275
34,1,rank,,,14,Corey Feldman,,0.09528163265306121
34,2,rank,,,14,"Corey Feldman,Andy Richter",,0.10702964617799783
34,3,rank,,,12,Lauren Jauregui,,0.10788296800201559
34,4,rank,,,11,Andy Richter,,0.10103305785123967
34,5,rank,,,10,Andy Richter,,0.09941358024691357
34,6,rank,,,10,Andy Richter,,0.1198961937716263
34,7,rank,,,9,Andy Richter,,0.10368441358024691
34,8,rank,,,8,Andy Richter,,0.10642538265306122
34,9,rank,,,7,Andy Richter,,0.13066893424036283
34,10,rank,,,6,Dylan Efron,,0.0988888888888889
34,11,rank,,,5,,,0.15836734693877552
1,1,percent,,,6,Kelly Monaco,,0.12577498953693064
1,2,percent,,,6,Evander Holyfield,,0.11976928142843003
1,3,percent,,,5,Evander Holyfield,,0.12118796944715357
1,4,percent,,,4,Joey McIntyre,,0.13693308252362418
1,5,percent,,,3,Joey McIntyre,,0.17669252039226138
1,6,percent,,,2,,,0.25
2,1,percent,,,10,Kenny Mayne,,0.10478252534587687
2,2,percent,,,9,Tatum O'Neal,,0.09708038917460662
2,3,percent,,,8,Master P,,0.10959431539870354
2,4,percent,,,7,Master P,,0.09924885287725914
2,5,percent,,,6,Tia Carrere,,0.10670057730729172
2,6,percent,,,5,George Hamilton,,0.17766075919993557
2,7,percent,,,4,Jerry Rice,,0.1707233750166709
2,8,percent,,,3,,,0.19078203372972713
3,1,percent,,,11,Tucker Carlson,,0.07890731061574174
3,2,percent,,,10,Jerry Springer,,0.08338987151407141
3,3,percent,,,9,Emmitt Smith,,0.10774680558939408
3,4,percent,,,8,Sara Evans,,0.11794661482805346
3,5,percent,,,7,Jerry Springer,,0.19487176734172115
3,6,percent,,,5,Jerry Springer,,0.10849567711070476
3,7,percent,,,5,Jerry Springer,,0.14262408584988528
3,8,percent,,,4,Monique Coleman,,0.13137570514118835
3,9,percent,,,3,Mario Lopez,,0.19338221815218715
3,10,percent,,,2,,,0.25
4,1,percent,,,11,Billy Ray Cyrus,,0.08889633717747461
4,2,percent,,,11,Clyde Drexler,,0.09540418086048369
4,3,percent,,,10,Clyde Drexler,,0.10691064946081408
4,4,percent,,,9,Clyde Drexler,,0.12280241577787344
4,5,percent,,,8,Clyde Drexler,,0.09848528229775827
4,6,percent,,,7,John Ratzenberger,,0.1486018190548176
4,7,percent,,,6,Billy Ray Cyrus,,0.14404333819531287
4,8,percent,,,5,Billy Ray Cyrus,,0.1314577600571192
4,9,percent,,,4,Ian Ziering,,0.17201360606468952
4,10,percent,,,3,,,0.17626960435406833
5,1,percent,,,12,Josie Maran,,0.07047280120194739
5,2,percent,,,11,Wayne Newton,,0.07968991619355414
5,3,percent,,,10,Wayne Newton,,0.11627637520176692
5,4,percent,,,9,Mark Cuban,,0.08246332451887227
5,5,percent,,,8,Mark Cuban,,0.11524790251308026
5,6,percent,,,7,Jane Seymour,,0.11389839022049955
5,7,percent,,,6,Jane Seymour,,0.10473360373394874
5,8,percent,,,5,Marie Osmond,,0.17226070739318083
5,9,percent,,,4,Marie Osmond,,0.17879242502803586
5,10,percent,,,3,,,0.20288393513583303
6,1,percent,,,12,Adam Carolla,,0.09462195143489792
6,2,percent,,,12,"Monica Seles,Penn Jillette",,0.11122601176370496
6,3,percent,,,10,Marissa Jaret Winokur,,0.09400830686693443
6,4,percent,,,9,Adam Carolla,,0.09704498253143673
6,5,percent,,,8,Priscilla Presley,,0.10596953523954089
6,6,percent,,,7,Marlee Matlin,,0.09456085737440005
6,7,percent,,,6,Cristian de la Fuente,,0.11653571193668771
6,8,percent,,,5,Marissa Jaret Winokur,,0.14617500017286095
6,9,percent,,,4,Marissa Jaret Winokur,,0.15127388503163755
6,10,percent,,,3,,,0.17222170501197542
7,1,percent,,,13,"Jeffrey Ross,Ted McGinley",,0.0658629260035465
7,2,percent,,,11,Cloris Leachman,,0.11336182223690158
7,3,percent,,,9,Cloris Leachman,,0.07323036154549267
7,4,percent,,,9,Rocco DiSpirito,,0.09394332479360745
7,5,percent,,,8,Lance Bass,,0.15672747564421538
7,6,percent,,,7,Cloris Leachman,,0.09623968359993249
7,7,percent,,,6,Warren Sapp,,0.1059647368968711
7,8,percent,,,5,Cody Linley,,0.1915756252695197
7,9,percent,,,4,Cody Linley,,0.12689470404182007
7,10,percent,,,3,,,0.20774155304100364
8,1,percent,,,13,Steve Wozniak,,0.0923799535604455
8,2,percent,,,13,Steve-O,,0.08416639172223918
8,3,percent,,,12,Steve Wozniak,,0.10848795142005913
8,4,percent,,,11,"Steve Wozniak,Holly Madison",,0.09847017470714317
8,5,percent,,,9,Steve-O,,0.09111397329396537
8,6,percent,,,8,Steve-O,,0.10805780191056513
8,7,percent,,,7,Lawrence Taylor,,0.10620629994314638
8,8,percent,,,6,Melissa Rycroft,,0.11155867855321892
8,9,percent,,,5,Ty Murray,,0.15462188383890646
8,10,percent,,,4,Ty Murray,,0.13602974574074297
8,11,percent,,,3,,,0.18119268015777035
9,1,percent,,,16,"Ashley Hamiliton,Macy Gray",,0.1024292590929887
9,2,percent,,,14,Kathy Ireland,,0.0761537649875333
9,3,percent,,,13,Michael Irvin,,0.08312599881044486
9,4,percent,,,11,Michael Irvin,,0.13149122276072725
9,5,percent,,,10,Michael Irvin,,0.09596946017090899
9,6,percent,,,9,"Michael Irvin,Melissa Joan Hart",,0.14153259736608045
9,7,percent,,,7,"Mark Dacascos,Michael Irvin",,0.12140855311730192
9,8,percent,,,5,Aaron Carter,,0.1271121057507598
9,9,percent,,,4,Donny Osmond,,0.13152974037950946
9,10,percent,,,3,,,0.20297611261756351
10,1,percent,,,11,Buzz Aldrin,,0.0894330091962272
10,2,percent,,,11,Buzz Aldrin,,0.07594085837914365
10,3,percent,,,10,Buzz Aldrin,,0.07575121799628676
10,4,percent,,,9,Aiden Turner,,0.1220569706373151
10,5,percent,,,8,Kate Gosselin,,0.09648191611800819
10,6,percent,,,7,Jake Pavelka,,0.11803741258036318
10,7,percent,,,6,Niecy Nash,,0.1624025709757205
10,8,percent,,,5,Niecy Nash,,0.13153024729784274
10,9,percent,,,4,Chad Ochocinco,,0.17234918579197167
10,10,percent,,,3,,,0.2008743081053264
11,1,percent,,,12,Margaret Cho,,0.12717412931489833
11,2,percent,,,11,Michael Bolton,,0.07088985400896619
11,3,percent,,,10,Margaret Cho,,0.09694823678089495
11,4,percent,,,9,The Situation,,0.08697329400572817
11,5,percent,,,8,Bristol Palin,,0.11636164775498575
11,6,percent,,,7,Kurt Warner,,0.07984557359028421
11,7,percent,,,6,Bristol Palin,,0.1566361583874476
11,8,percent,,,5,Kurt Warner,,0.19371614232936926
11,9,percent,,,4,Bristol Palin,,0.13772603851089243
11,10,percent,,,3,,,0.16991652492319975
12,1,percent,,,11,Mike Catherwood,,0.08795020451312092
12,2,percent,,,11,Mike Catherwood,,0.14542034376625645
12,3,percent,,,10,Wendy Williams,,0.07645267197449851
12,4,percent,,,9,Kendra Wilkinson,,0.090316960914753
12,5,percent,,,8,Petra Nemcova,,0.1282620530036782
12,6,percent,,,7,Chris Jericho,,0.11871818651857761
12,7,percent,,,6,Romeo,,0.19155691202260205
12,8,percent,,,5,Ralph Macchio,,0.1255208851140171
12,9,percent,,,4,Ralph Macchio,,0.13883861062715153
12,10,percent,,,3,,,0.21805271591954437
13,1,percent,,,12,Metta World Peace (Ron),,0.10777051186890925
13,2,percent,,,11,Chaz Bono,,0.10545408361296137
13,3,percent,,,10,Chaz Bono,,0.08133915890655831
13,4,percent,,,9,Carson Kressley,,0.09027540617172089
13,5,percent,,,8,Carson Kressley,,0.08380638278399277
13,6,percent,,,7,Chaz Bono,,0.12383736754855025
13,7,percent,,,6,Nancy Grace,,0.1255293610380837
13,8,percent,,,5,Nancy Grace,,0.10221709673799576
13,9,percent,,,4,Hope Solo,,0.15942108476371003
13,10,percent,,,3,,,0.16666801556614694
14,1,percent,,,12,Melissa Gilbert,,0.11511542948567421
14,2,percent,,,12,Martina Navratilova,,0.08947371170897206
14,3,percent,,,11,Melissa Gilbert,,0.12255805145364165
14,4,percent,,,10,Gladys Knight,,0.10791463311015322
14,5,percent,,,9,Gavin DeGraw,,0.12197179260102382
14,6,percent,,,8,Gladys Knight,,0.1006849504548454
14,7,percent,,,7,Melissa Gilbert,,0.09070770567631245
14,8,percent,,,6,"Melissa Gilbert,Maria Menounos",,0.11110927539278748
14,9,percent,,,4,Katherine Jenkins,,0.19036710110511215
14,10,percent,,,3,,,0.18491111059085644
15,1,percent,,,13,Pamela Anderson,,0.0615639468884585
15,2,percent,,,12,Bristol Palin,,0.08127650729776689
15,3,percent,,,11,"Bristol Palin,Drew Lachey",,0.11127228138217618
