season,week,celebrity_name,partner,celebrity_industry,industry_category,home_state,home_country,age,age_group,judge_total,judge_mean,judge_count,p_survive_next,vote_share_hat,total_votes_hat,votes_hat,placement,elimination_week,judge_pctile,momentum
2,1,Tia Carrere,Maksim Chmerkoskiy,Actor/Actress,Entertainment,Hawaii,United States,39,36-45,20.0,6.666666666666667,3,0.9999991637370497,0.09256853811333253,800000.0,74054.83049066602,6,5.0,0.4444444444444444,1.0
2,1,Jerry Rice,Anna Trebunskaya,Athlete,Sports,Mississippi,United States,43,36-45,21.0,7.0,3,0.9999991637370497,0.08816051269879409,800000.0,70528.41015903527,2,,0.5555555555555556,1.0
2,1,Stacy Keibler,Tony Dovolani,Athlete,Sports,Maryland,United States,26,26-35,22.0,7.333333333333333,3,0.9999991637370497,0.08415321684918053,800000.0,67322.57347934443,3,,0.6666666666666666,1.0
2,1,Giselle Fernandez,Jonathan Roberts,News Anchor,Media,Unknown,Mexico,44,36-45,23.0,7.666666666666667,3,0.99999916330391,0.08049438149307858,800000.0,64395.505194462865,8,3.0,0.7777777777777778,1.0
2,1,Tatum O'Neal,Nick Kosovich,Actor/Actress,Entertainment,California,United States,42,36-45,23.0,7.666666666666667,3,0.9999991637370497,0.08049438149307858,800000.0,64395.505194462865,9,2.0,0.7777777777777778,1.0
2,1,Drew Lachey,Cheryl Burke,Singer/Rapper,Entertainment,Ohio,United States,29,26-35,24.0,8.0,3,0.9999991637370497,0.07714044907061415,800000.0,61712.35925649132,1,,1.0,1.0
2,2,Tatum O'Neal,Nick Kosovich,Actor/Actress,Entertainment,California,United States,42,36-45,17.0,5.666666666666667,3,4.861731787735564e-06,0.17305106043134927,885714.2734693895,153273.79426305994,9,2.0,0.125,-6.0
2,2,Tia Carrere,Maksim Chmerkoskiy,Actor/Actress,Entertainment,Hawaii,United States,39,36-45,22.0,7.333333333333333,3,0.9999991637370497,0.13372127575739648,885714.2734693895,118438.84260486231,6,5.0,0.375,2.0
2,2,Jerry Rice,Anna Trebunskaya,Athlete,Sports,Mississippi,United States,43,36-45,23.0,7.666666666666667,3,0.9999991637370497,0.12790730749898654,885714.2734693895,113289.32793289066,2,,0.625,2.0
2,2,Giselle Fernandez,Jonathan Roberts,News Anchor,Media,Unknown,Mexico,44,36-45,24.0,8.0,3,0.9999989648714463,0.12257783657525673,885714.2734693895,108568.93946570308,8,3.0,0.75,1.0
2,2,Drew Lachey,Cheryl Burke,Singer/Rapper,Entertainment,Ohio,United States,29,26-35,27.0,9.0,3,0.9999991637370497,0.1089580774602193,885714.2734693895,96505.72441629959,1,,0.875,3.0
2,2,Stacy Keibler,Tony Dovolani,Athlete,Sports,Maryland,United States,26,26-35,29.0,9.666666666666666,3,0.9999991637370497,0.1014437275496645,885714.2734693895,89850.1574446778,3,,1.0,7.0
2,2,Master P,Ashly DelGrosso,Singer/Rapper,Entertainment,Louisiana,United States,35,26-35,16.0,5.333333333333333,3,0.9999991669692279,0.09193337551616397,885714.2734693895,81426.70290288773,7,4.0,0.0,4.0
2,2,Lisa Rinna,Louis van Amstel,Actor/Actress,Entertainment,California,United States,42,36-45,20.0,6.666666666666667,3,0.9999990193294004,0.07354670133226489,885714.2734693895,65141.36313657718,4,7.0,0.25,1.0
2,2,George Hamilton,Edyta Sliwinska,Actor/Actress,Entertainment,Tennessee,United States,66,>55,22.0,7.333333333333333,3,0.9999991637370497,0.06686063787869824,885714.2734693895,59219.421302431154,5,6.0,0.375,4.0
2,3,Jerry Rice,Anna Trebunskaya,Athlete,Sports,Mississippi,United States,43,36-45,19.0,6.333333333333333,3,0.9999990282700219,0.1688042680077504,971428.546938779,163981.28478783317,2,,0.14285714285714285,-1.0
2,3,George Hamilton,Edyta Sliwinska,Actor/Actress,Entertainment,Tennessee,United States,66,>55,22.0,7.333333333333333,3,0.9999991637370497,0.14578550523481912,971428.546938779,141620.2015149961,5,6.0,0.2857142857142857,2.0
2,3,Giselle Fernandez,Jonathan Roberts,News Anchor,Media,Unknown,Mexico,44,36-45,22.0,7.333333333333333,3,5.081075519401064e-06,0.14578550523481912,971428.546938779,141620.2015149961,8,3.0,0.2857142857142857,-0.5
2,3,Tia Carrere,Maksim Chmerkoskiy,Actor/Actress,Entertainment,Hawaii,United States,39,36-45,26.0,8.666666666666666,3,0.9999991663956861,0.12335696683055997,971428.546938779,119832.47904298601,6,5.0,0.7142857142857143,3.0
2,3,Drew Lachey,Cheryl Burke,Singer/Rapper,Entertainment,Ohio,United States,29,26-35,27.0,9.0,3,0.9999991663956861,0.1187881904504939,971428.546938779,115394.23924281022,1,,0.8571428571428571,1.5
2,3,Stacy Keibler,Tony Dovolani,Athlete,Sports,Maryland,United States,26,26-35,27.0,9.0,3,0.9999990282700219,0.1187881904504939,971428.546938779,115394.23924281022,3,,0.8571428571428571,2.5
2,3,Master P,Ashly DelGrosso,Singer/Rapper,Entertainment,Louisiana,United States,35,26-35,14.0,4.666666666666667,3,0.9999990216446473,0.11454575113785799,971428.546938779,111273.01258586037,7,4.0,0.0,1.0
2,3,Lisa Rinna,Louis van Amstel,Actor/Actress,Entertainment,California,United States,42,36-45,25.0,8.333333333333334,3,0.9999991663956861,0.0641456226532056,971428.546938779,62312.88900648674,4,7.0,0.5714285714285714,3.0
2,4,Master P,Ashly DelGrosso,Singer/Rapper,Entertainment,Louisiana,United States,35,26-35,8.0,2.6666666666666665,3,4.861731787735564e-06,0.24058797088247044,1057142.8204081685,254335.84609497312,7,4.0,0.0,-4.0
2,4,Tia Carrere,Maksim Chmerkoskiy,Actor/Actress,Entertainment,Hawaii,United States,39,36-45,25.0,8.333333333333334,3,0.9999990282700219,0.15397631445276616,1057142.8204081685,162774.95533665226,6,5.0,0.5,1.5
2,4,Lisa Rinna,Louis van Amstel,Actor/Actress,Entertainment,California,United States,42,36-45,26.0,8.666666666666666,3,0.9999991663956861,0.14805414874005077,1057142.8204081685,156514.38037218776,4,7.0,0.6666666666666666,3.0
2,4,Stacy Keibler,Tony Dovolani,Athlete,Sports,Maryland,United States,26,26-35,26.0,8.666666666666666,3,0.9999990282700219,0.14805414874005077,1057142.8204081685,156514.38037218776,3,,0.6666666666666666,-1.5
2,4,Drew Lachey,Cheryl Burke,Singer/Rapper,Entertainment,Ohio,United States,29,26-35,28.0,9.333333333333334,3,0.9999990193294004,0.13747885277916486,1057142.8204081685,145334.7821734457,1,,1.0,0.5
2,4,George Hamilton,Edyta Sliwinska,Actor/Actress,Entertainment,Tennessee,United States,66,>55,21.0,7.0,3,0.9999988446872885,0.09165256742834127,1057142.8204081685,96889.85362884653,5,6.0,0.16666666666666666,-0.5
2,4,Jerry Rice,Anna Trebunskaya,Athlete,Sports,Mississippi,United States,43,36-45,24.0,8.0,3,0.9999991663956861,0.08019599697715571,1057142.8204081685,84778.62242987534,2,,0.3333333333333333,0.5
2,5,Lisa Rinna,Louis van Amstel,Actor/Actress,Entertainment,California,United States,42,36-45,25.0,8.333333333333334,3,0.9999988446872885,0.22769952549940614,1142857.093877558,260228.0179895502,4,7.0,0.6,0.0
2,5,Drew Lachey,Cheryl Burke,Singer/Rapper,Entertainment,Ohio,United States,29,26-35,27.0,9.0,3,0.9999988446872885,0.21083289460562166,1142857.093877558,240951.86922277423,1,,0.8,0.0
2,5,Stacy Keibler,Tony Dovolani,Athlete,Sports,Maryland,United States,26,26-35,30.0,10.0,3,0.9999991663956861,0.18974960584783576,1142857.093877558,216856.68310366964,3,,1.0,1.5
2,5,Tia Carrere,Maksim Chmerkoskiy,Actor/Actress,Entertainment,Hawaii,United States,39,36-45,22.0,7.333333333333333,3,4.861731787735564e-06,0.12937472969170954,1142857.093877558,147856.82759666178,6,5.0,0.0,-2.0
2,5,Jerry Rice,Anna Trebunskaya,Athlete,Sports,Mississippi,United States,43,36-45,23.0,7.666666666666667,3,0.9999990282700219,0.1237497416888086,1142857.093877558,141428.2701545703,2,,0.2,2.0
2,5,George Hamilton,Edyta Sliwinska,Actor/Actress,Entertainment,Tennessee,United States,66,>55,24.0,8.0,3,0.9999991663956861,0.1185935026666182,1142857.093877558,135535.42581033168,5,6.0,0.4,1.0
2,6,Stacy Keibler,Tony Dovolani,Athlete,Sports,Maryland,United States,26,26-35,30.0,10.0,3,0.9999989677595421,0.29762760739325395,1228571.3673469475,365656.75657533045,3,,0.75,2.0
2,6,George Hamilton,Edyta Sliwinska,Actor/Actress,Entertainment,Tennessee,United States,66,>55,23.0,7.666666666666667,3,6.923751375480793e-06,0.19410495937424582,1228571.3673469475,238471.7953472409,5,6.0,0.0,1.0
2,6,Jerry Rice,Anna Trebunskaya,Athlete,Sports,Mississippi,United States,43,36-45,23.0,7.666666666666667,3,0.9999989605264752,0.19410495937424582,1228571.3673469475,238471.7953472409,2,,0.0,-0.5
2,6,Lisa Rinna,Louis van Amstel,Actor/Actress,Entertainment,California,United States,42,36-45,27.0,9.0,3,0.9999968456453611,0.16534867016162752,1228571.3673469475,203142.64178947016,4,7.0,0.5,0.5
2,6,Drew Lachey,Cheryl Burke,Singer/Rapper,Entertainment,Ohio,United States,29,26-35,30.0,10.0,3,0.9999989677595421,0.14881380369662697,1228571.3673469475,182828.37828766523,1,,0.75,1.0
2,7,Drew Lachey,Cheryl Burke,Singer/Rapper,Entertainment,Ohio,United States,29,26-35,27.5,9.166666666666666,3,0.9999987766632521,0.3135189736198233,1314285.640816337,412053.4851520097,1,,0.6666666666666666,0.25
2,7,Stacy Keibler,Tony Dovolani,Athlete,Sports,Maryland,United States,26,26-35,27.5,9.166666666666666,3,0.9999987766632521,0.3135189736198233,1314285.640816337,412053.4851520097,3,,0.6666666666666666,-1.25
2,7,Jerry Rice,Anna Trebunskaya,Athlete,Sports,Mississippi,United States,43,36-45,20.5,6.833333333333333,3,0.9999987744827914,0.21028711384121673,1314285.640816337,276377.3341702215,2,,0.0,-1.25
2,7,Lisa Rinna,Louis van Amstel,Actor/Actress,Entertainment,California,United States,42,36-45,26.5,8.833333333333334,3,6.382212444990051e-06,0.16267493891913654,1314285.640816337,213801.33634209583,4,7.0,0.3333333333333333,0.75
2,8,Drew Lachey,Cheryl Burke,Singer/Rapper,Entertainment,Ohio,United States,29,26-35,28.9998,9.6666,3,0.9999989757450544,0.34142945829278404,1399999.9142857264,478001.2123445196,1,,1.0,-0.5000999999999998
2,8,Stacy Keibler,Tony Dovolani,Athlete,Sports,Maryland,United States,26,26-35,28.6665,9.5555,3,0.9999989757450544,0.3383794786970267,1399999.9142857264,473731.2411718862,3,,0.5,-0.6667500000000004
2,8,Jerry Rice,Anna Trebunskaya,Athlete,Sports,Mississippi,United States,43,36-45,26.666600000000003,8.888866666666667,3,0.9999989743071662,0.3201910630101893,1399999.9142857264,448267.4607693206,2,,0.0,1.8333000000000013
3,1,Mario Lopez,Karina Smirnoff,Actor/Actress,Entertainment,California,United States,32,26-35,26.0,8.666666666666666,3,0.9966449605387269,0.10641364349367595,800000.0,85130.91479494076,2,,1.0,1.0
3,1,Emmitt Smith,Cheryl Burke,Athlete,Sports,Florida,United States,37,36-45,24.0,8.0,3,0.9970030934222542,0.10160011112731628,800000.0,81280.08890185301,1,,0.9,1.0
3,1,Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Entertainment,Florida,United States,25,≤25,22.0,7.333333333333333,3,0.9762027186115583,0.09690186287684693,800000.0,77521.49030147755,7,5.0,0.7,1.0
3,1,Vivica A. Fox,Nick Kosovich,Actor/Actress,Entertainment,Indiana,United States,42,36-45,22.0,7.333333333333333,3,0.9965571040582869,0.09690185920585863,800000.0,77521.48736468691,8,4.0,0.7,1.0
3,1,Joey Lawrence,Edyta Sliwinska,Actor/Actress,Entertainment,Pennsylvania,United States,30,26-35,21.0,7.0,3,0.9970308218162939,0.09459597384767017,800000.0,75676.77907813614,3,,0.6,1.0
3,1,Monique Coleman,Louis van Amstel,Actor/Actress,Entertainment,South Carolina,United States,25,≤25,19.0,6.333333333333333,3,0.9937326808502436,0.09007006867096957,800000.0,72056.05493677566,4,8.0,0.5,1.0
3,1,Shanna Moakler,Jesse DeSoto,Model,Model,Rhode Island,United States,31,26-35,18.0,6.0,3,0.9928932000610983,0.08784977075432868,800000.0,70279.81660346294,10,2.0,0.4,1.0
3,1,Harry Hamlin,Ashly DelGrosso,Actor/Actress,Entertainment,California,United States,54,46-55,17.0,5.666666666666667,3,0.981608011322792,0.08565783854537759,800000.0,68526.27083630208,9,3.0,0.3,1.0
3,1,Jerry Springer,Kym Johnson,TV Personality,Media,Unknown,England,62,>55,16.0,5.333333333333333,3,0.9929761595078488,0.08349450977696325,800000.0,66795.60782157061,5,7.0,0.2,1.0
3,1,Sara Evans,Tony Dovolani,Singer/Rapper,Entertainment,Missouri,United States,35,26-35,15.0,5.0,3,0.9779820000020144,0.08136046446409655,800000.0,65088.37157127724,6,-1.0,0.1,1.0
3,1,Tucker Carlson,Elena Grinenko,TV Personality,Media,California,United States,37,36-45,12.0,4.0,3,0.15238602100728013,0.07515389723689621,800000.0,60123.11778951697,11,1.0,0.0,1.0
3,2,Joey Lawrence,Edyta Sliwinska,Actor/Actress,Entertainment,Pennsylvania,United States,30,26-35,29.0,9.666666666666666,3,0.9964387946729603,0.11334412206578327,866666.6592592602,98231.57161742619,3,,1.0,8.0
3,2,Monique Coleman,Louis van Amstel,Actor/Actress,Entertainment,South Carolina,United States,25,≤25,26.0,8.666666666666666,3,0.9957453451631924,0.10652419087029127,866666.6592592602,92320.96463185112,4,8.0,0.8888888888888888,7.0
3,2,Emmitt Smith,Cheryl Burke,Athlete,Sports,Florida,United States,37,36-45,24.0,8.0,3,0.9966215327823806,0.10207981577650094,866666.6592592602,88469.17291682078,1,,0.6666666666666666,0.0
3,2,Vivica A. Fox,Nick Kosovich,Actor/Actress,Entertainment,Indiana,United States,42,36-45,24.0,8.0,3,0.9948130240630997,0.1020798134527972,866666.6592592602,88469.17090294423,8,4.0,0.6666666666666666,2.0
3,2,Jerry Springer,Kym Johnson,TV Personality,Media,Unknown,England,62,>55,19.0,6.333333333333333,3,0.8782732456055348,0.10117580168548912,866666.6592592602,87685.69404464027,5,7.0,0.0,3.0
3,2,Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Entertainment,Florida,United States,25,≤25,23.0,7.666666666666667,3,0.9438204010804323,0.09989095568412497,866666.6592592602,86572.16085297539,7,5.0,0.5555555555555556,1.0
3,2,Harry Hamlin,Ashly DelGrosso,Actor/Actress,Entertainment,California,United States,54,46-55,21.0,7.0,3,0.9414647191461487,0.09559099667562981,866666.6592592602,82845.52974413114,9,3.0,0.1111111111111111,4.0
3,2,Mario Lopez,Karina Smirnoff,Actor/Actress,Entertainment,California,United States,32,26-35,21.0,7.0,3,0.9839126436570076,0.09559099667562981,866666.6592592602,82845.52974413114,2,,0.1111111111111111,-5.0
3,2,Sara Evans,Tony Dovolani,Singer/Rapper,Entertainment,Missouri,United States,35,26-35,21.0,7.0,3,0.9367222038268186,0.09559099667562981,866666.6592592602,82845.52974413114,6,-1.0,0.1111111111111111,6.0
3,2,Shanna Moakler,Jesse DeSoto,Model,Model,Rhode Island,United States,31,26-35,22.0,7.333333333333333,3,0.12445469980639619,0.0881323104381238,866666.6592592602,76381.33506020879,10,2.0,0.4444444444444444,4.0
3,3,Monique Coleman,Louis van Amstel,Actor/Actress,Entertainment,South Carolina,United States,25,≤25,27.0,9.0,3,0.9956092226594456,0.12138211428164396,933333.3185185202,113289.97153128101,4,8.0,0.875,4.0
3,3,Vivica A. Fox,Nick Kosovich,Actor/Actress,Entertainment,Indiana,United States,42,36-45,27.0,9.0,3,0.9954677576035028,0.12138211410507849,933333.3185185202,113289.97136648658,8,4.0,0.875,2.5
3,3,Sara Evans,Tony Dovolani,Singer/Rapper,Entertainment,Missouri,United States,35,26-35,25.0,8.333333333333334,3,0.9819352896155855,0.11613172175728245,933333.3185185202,108389.60525299386,6,-1.0,0.75,5.0
3,3,Emmitt Smith,Cheryl Burke,Athlete,Sports,Florida,United States,37,36-45,19.0,6.333333333333333,3,0.9619850636948991,0.11210280352135117,933333.3185185202,104629.28162581235,1,,0.0,-2.5
3,3,Joey Lawrence,Edyta Sliwinska,Actor/Actress,Entertainment,Pennsylvania,United States,30,26-35,22.0,7.333333333333333,3,0.9797486027294459,0.10847204340743027,933333.3185185202,101240.57223994187,3,,0.25,0.5
3,3,Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Entertainment,Florida,United States,25,≤25,22.0,7.333333333333333,3,0.9575120272449892,0.10847204338128134,933333.3185185202,101240.5722155362,7,5.0,0.25,0.0
3,3,Mario Lopez,Karina Smirnoff,Actor/Actress,Entertainment,California,United States,32,26-35,22.0,7.333333333333333,3,0.9257088658789756,0.10847204272962138,933333.3185185202,101240.57160732025,2,,0.25,-2.0
3,3,Jerry Springer,Kym Johnson,TV Personality,Media,Unknown,England,62,>55,21.0,7.0,3,0.9598766463767971,0.10597508134087712,933333.3185185202,98910.07434815096,5,7.0,0.125,2.5
3,3,Harry Hamlin,Ashly DelGrosso,Actor/Actress,Entertainment,California,United States,54,46-55,22.0,7.333333333333333,3,0.2866067480951276,0.0976100354754338,933333.3185185202,91102.69833099711,9,3.0,0.25,2.5
3,4,Mario Lopez,Karina Smirnoff,Actor/Actress,Entertainment,California,United States,32,26-35,29.0,9.666666666666666,3,0.9954572046838369,0.13692124942619197,999999.9777777803,136921.24638349787,2,,1.0,4.0
3,4,Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Entertainment,Florida,United States,25,≤25,28.0,9.333333333333334,3,0.9563929706242054,0.134065412469696,999999.9777777803,134065.40949046495,7,5.0,0.8571428571428571,2.5
3,4,Joey Lawrence,Edyta Sliwinska,Actor/Actress,Entertainment,Pennsylvania,United States,30,26-35,27.0,9.0,3,0.9959898741655395,0.13123378069149852,999999.9777777803,131233.7777751926,3,,0.7142857142857143,-1.0
3,4,Sara Evans,Tony Dovolani,Singer/Rapper,Entertainment,Missouri,United States,35,26-35,20.0,6.666666666666667,3,0.8692145909606063,0.12746363218853723,999999.9777777803,127463.62935601239,6,-1.0,0.0,-0.5
3,4,Emmitt Smith,Cheryl Burke,Athlete,Sports,Florida,United States,37,36-45,24.0,8.0,3,0.9333076306464835,0.12284540634110189,999999.9777777803,122845.40361120428,1,,0.2857142857142857,0.0
3,4,Monique Coleman,Louis van Amstel,Actor/Actress,Entertainment,South Carolina,United States,25,≤25,24.0,8.0,3,0.9613584191264026,0.12284540009862056,999999.9777777803,122845.39736872309,4,8.0,0.2857142857142857,-1.0
3,4,Jerry Springer,Kym Johnson,TV Personality,Media,Unknown,England,62,>55,22.0,7.333333333333333,3,0.9448969554193271,0.11736352689782986,999999.9777777803,117363.52428975177,5,7.0,0.14285714285714285,1.5
3,4,Vivica A. Fox,Nick Kosovich,Actor/Actress,Entertainment,Indiana,United States,42,36-45,24.0,8.0,3,0.2027003265832459,0.10726159188652389,999999.9777777803,107261.58950293322,8,4.0,0.2857142857142857,0.0
3,5,Mario Lopez,Karina Smirnoff,Actor/Actress,Entertainment,California,United States,32,26-35,27.0,9.0,3,0.9895736257860237,0.14653571610228183,1066666.6370370404,156304.75950063547,2,,0.5,2.5
3,5,Emmitt Smith,Cheryl Burke,Athlete,Sports,Florida,United States,37,36-45,27.0,9.0,3,0.9805601589297475,0.1465356050785694,1066666.6370370404,156304.64107534548,1,,0.5,4.0
3,5,Monique Coleman,Louis van Amstel,Actor/Actress,Entertainment,South Carolina,United States,25,≤25,27.0,9.0,3,0.9707550944245337,0.14653544112869338,1066666.6370370404,156304.4661954826,4,8.0,0.5,0.0
3,5,Jerry Springer,Kym Johnson,TV Personality,Media,Unknown,England,62,>55,24.0,8.0,3,0.898625084399652,0.14562317490081295,1066666.6370370404,155331.3822461069,5,7.0,0.0,1.5
3,5,Sara Evans,Tony Dovolani,Singer/Rapper,Entertainment,Missouri,United States,35,26-35,24.0,8.0,3,0.9058432663003112,0.14562317206607805,1066666.6370370404,155331.37922238978,6,-1.0,0.0,-0.5
3,5,Joey Lawrence,Edyta Sliwinska,Actor/Actress,Entertainment,Pennsylvania,United States,30,26-35,25.0,8.333333333333334,3,0.9632027796123105,0.14009832086988444,1066666.6370370404,149438.20477681587,3,,0.3333333333333333,1.5
3,5,Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Entertainment,Florida,United States,25,≤25,27.0,9.0,3,0.8150730168648531,0.1290485698536799,1066666.6370370404,137651.80402026433,7,5.0,0.5,2.5
3,6,Mario Lopez,Karina Smirnoff,Actor/Actress,Entertainment,California,United States,32,26-35,28.0,9.333333333333334,3,0.9944476502980664,0.22505345403951862,1133333.2962963006,255060.57290947562,2,,1.0,-0.5
3,6,Emmitt Smith,Cheryl Burke,Athlete,Sports,Florida,United States,37,36-45,25.0,8.333333333333334,3,0.9903148377820877,0.2076711878079296,1133333.2962963006,235360.67182412895,1,,0.75,0.5
