season,week,n_contestants,original_rule,true_k,true_eliminated,rank_eliminated,pct_eliminated,rank_bottom2,pct_bottom2,method_conflict,kendall_tau,rank_bias,pct_bias,rank_ndcg,pct_ndcg,rank_phi_J,rank_phi_F,pct_phi_J,pct_phi_F,rank_ratio,pct_ratio
5,5,8,percent,1,['Mark Cuban'],['Mark Cuban'],['Mark Cuban'],"['Mark Cuban', 'Marie Osmond']","['Mark Cuban', 'Marie Osmond']",False,0.9999999999999998,0.5019573599152104,0.5019573599152104,1.0,1.0,0.4980426400847896,0.5019573599152104,0.4980426400847896,0.5019573599152104,1.0078601899450867,1.0078601899450867
5,6,7,percent,1,['Sabrina Bryan'],['Jane Seymour'],['Jane Seymour'],"['Jane Seymour', 'Marie Osmond']","['Jane Seymour', 'Marie Osmond']",False,1.0,0.500266971502558,0.500266971502558,1.0,1.0,0.49973302849744194,0.500266971502558,0.49973302849744194,0.500266971502558,1.0010684364730447,1.0010684364730447
5,7,6,percent,1,['Jane Seymour'],['Jane Seymour'],['Jane Seymour'],"['Jane Seymour', 'Cameron Mathison']","['Jane Seymour', 'Cameron Mathison']",False,0.9999999999999999,0.5005111187900544,0.5005111187900544,1.0,1.0,0.49948888120994556,0.5005111187900544,0.49948888120994556,0.5005111187900544,1.0020465471767201,1.0020465471767201
5,8,5,percent,1,['Cameron Mathison'],['Marie Osmond'],['Marie Osmond'],"['Marie Osmond', 'Jennie Garth']","['Marie Osmond', 'Jennie Garth']",False,0.9999999999999999,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.9999999800000003,0.9999999800000003
5,9,4,percent,1,['Jennie Garth'],['Marie Osmond'],['Marie Osmond'],"['Marie Osmond', 'Jennie Garth']","['Marie Osmond', 'Jennie Garth']",False,1.0,0.5005039072784456,0.5005039072784456,1.0,1.0,0.4994960927215543,0.5005039072784456,0.4994960927215543,0.5005039072784456,1.0020176424828946,1.0020176424828946
5,10,3,percent,0,[],[],[],[],[],False,1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.9999999800000003,0.9999999800000003
6,1,12,percent,0,[],[],[],[],[],False,0.9999999999999998,0.5008221372576559,0.5008221372576559,1.0,1.0,0.4991778627423441,0.5008221372576559,0.4991778627423441,0.5008221372576559,1.0032939451147518,1.0032939451147518
6,2,12,percent,2,"['Penn Jillette', 'Monica Seles']","['Monica Seles', 'Steve Guttenberg']","['Monica Seles', 'Penn Jillette']","['Monica Seles', 'Steve Guttenberg']","['Monica Seles', 'Penn Jillette']",True,0.9923953268977465,0.5006413135279737,0.5006411600953702,0.9997607525853955,1.0,0.4992392161973276,0.500521536388068,0.4993588399046298,0.5006411600953702,1.0025685285198995,1.0025679132170888
6,3,10,percent,1,['Steve Guttenberg'],['Marissa Jaret Winokur'],['Marissa Jaret Winokur'],"['Marissa Jaret Winokur', 'Steve Guttenberg']","['Marissa Jaret Winokur', 'Steve Guttenberg']",False,0.9999999999999999,0.5019239921424101,0.5019239921424101,1.0,1.0,0.4980760078575899,0.5019239921424101,0.4980760078575899,0.5019239921424101,1.0077256766976492,1.0077256766976492
6,4,9,percent,1,['Adam Carolla'],['Adam Carolla'],['Adam Carolla'],"['Adam Carolla', 'Priscilla Presley']","['Adam Carolla', 'Priscilla Presley']",False,1.0,0.5026766878406748,0.5026766878406748,1.0,1.0,0.49732331215932524,0.5026766878406748,0.49732331215932524,0.5026766878406748,1.0107643567932945,1.0107643567932945
6,5,8,percent,1,['Priscilla Presley'],['Priscilla Presley'],['Priscilla Presley'],"['Priscilla Presley', 'Marlee Matlin']","['Priscilla Presley', 'Marlee Matlin']",False,0.9999999999999998,0.5002644851287694,0.5002644851287694,1.0,1.0,0.49973551487123063,0.5002644851287694,0.49973551487123063,0.5002644851287694,1.001058480398557,1.001058480398557
6,6,7,percent,1,['Marlee Matlin'],['Marlee Matlin'],['Marlee Matlin'],"['Marlee Matlin', 'Shannon Elizabeth']","['Marlee Matlin', 'Shannon Elizabeth']",False,1.0,0.5007645906042879,0.5007645906042879,1.0,1.0,0.49923540939571215,0.5007645906042879,0.49923540939571215,0.5007645906042879,1.0030630262781168,1.0030630262781168
6,7,6,percent,1,['Shannon Elizabeth'],['Cristian de la Fuente'],['Cristian de la Fuente'],"['Cristian de la Fuente', 'Shannon Elizabeth']","['Cristian de la Fuente', 'Shannon Elizabeth']",False,0.9999999999999999,0.503142945730543,0.503142945730543,1.0,1.0,0.496857054269457,0.503142945730543,0.496857054269457,0.503142945730543,1.0126512872878808,1.0126512872878808
6,8,5,percent,1,['Mario'],['Marissa Jaret Winokur'],['Marissa Jaret Winokur'],"['Marissa Jaret Winokur', 'Jason Taylor']","['Marissa Jaret Winokur', 'Mario']",False,0.9486832980505138,0.49631944233211495,0.49629214840890495,1.0,0.9926388846642299,0.5036805576678851,0.49631944233211495,0.5,0.4926388846642299,0.9853853298930048,0.9852777496229047
6,9,4,percent,1,['Marissa Jaret Winokur'],['Marissa Jaret Winokur'],['Marissa Jaret Winokur'],"['Marissa Jaret Winokur', 'Jason Taylor']","['Marissa Jaret Winokur', 'Jason Taylor']",False,1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.9999999800000003,0.9999999800000003
6,10,3,percent,0,[],[],[],[],[],False,1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.9999999800000003,0.9999999800000003
7,1,13,percent,2,"['Ted McGinley', 'Jeffrey Ross']","['Jeffrey Ross', 'Cloris Leachman']","['Jeffrey Ross', 'Ted McGinley']","['Jeffrey Ross', 'Cloris Leachman']","['Jeffrey Ross', 'Ted McGinley']",True,0.9480519480519479,0.5079161660490344,0.5078870919794941,0.9963272537033331,1.0,0.49027653487217243,0.5060507188311607,0.4921129080205059,0.5078870919794941,1.0321740334592204,1.032053972536301
7,2,11,percent,1,['Kim Kardashian'],['Cloris Leachman'],['Cloris Leachman'],"['Cloris Leachman', 'Rocco DiSpirito']","['Cloris Leachman', 'Rocco DiSpirito']",False,0.9908673886137245,0.5021757859030946,0.5021757859030946,1.0,1.0,0.4978242140969053,0.5021757859030946,0.4978242140969053,0.5021757859030946,1.00874116122831,1.00874116122831
7,3,9,percent,0,[],[],[],[],[],False,1.0,0.5008403282186953,0.5008403282186953,1.0,1.0,0.49915967178130466,0.5008403282186953,0.49915967178130466,0.5008403282186953,1.0033669514961485,1.0033669514961485
7,4,9,percent,1,['Rocco DiSpirito'],['Rocco DiSpirito'],['Rocco DiSpirito'],"['Rocco DiSpirito', 'Maurice Greene']","['Rocco DiSpirito', 'Maurice Greene']",False,1.0,0.5018107431575215,0.5018107431575215,1.0,1.0,0.4981892568424785,0.5018107431575215,0.4981892568424785,0.5018107431575215,1.0072692780757722,1.0072692780757722
7,5,8,percent,1,['Toni Braxton'],['Lance Bass'],['Lance Bass'],"['Lance Bass', 'Cloris Leachman']","['Lance Bass', 'Cloris Leachman']",False,0.9819805060619657,0.501903460146677,0.501903460146677,1.0,1.0,0.4980965398533231,0.501903460146677,0.4980965398533231,0.501903460146677,1.0076429164074212,1.0076429164074212
7,6,7,percent,1,['Cloris Leachman'],['Cloris Leachman'],['Cloris Leachman'],"['Cloris Leachman', 'Maurice Greene']","['Cloris Leachman', 'Maurice Greene']",False,1.0,0.5010878814175501,0.5010878814175501,1.0,1.0,0.49891211858244994,0.5010878814175501,0.49891211858244994,0.5010878814175501,1.0043609940718061,1.0043609940718061
7,7,6,percent,1,['Susan Lucci'],['Warren Sapp'],['Warren Sapp'],"['Warren Sapp', 'Cody Linley']","['Warren Sapp', 'Cody Linley']",False,0.9660917830792959,0.4947693904244855,0.4947693904244855,1.0,1.0,0.5052306095755146,0.4947693904244855,0.5052306095755146,0.4947693904244855,0.9792941505409579,0.9792941505409579
7,8,5,percent,1,['Maurice Greene'],['Cody Linley'],['Cody Linley'],"['Cody Linley', 'Maurice Greene']","['Cody Linley', 'Maurice Greene']",False,0.9999999999999999,0.5000119660433846,0.5000119660433846,1.0,1.0,0.4999880339566154,0.5000119660433846,0.4999880339566154,0.5000119660433846,1.0000478453176198,1.0000478453176198
7,9,4,percent,1,['Cody Linley'],['Cody Linley'],['Cody Linley'],"['Cody Linley', 'Brooke Burke']","['Cody Linley', 'Brooke Burke']",False,1.0,0.5038791508647912,0.5038791508647912,1.0,1.0,0.4961208491352088,0.5038791508647912,0.4961208491352088,0.5038791508647912,1.015637906745356,1.015637906745356
7,10,3,percent,0,[],[],[],[],[],False,1.0,0.5095807767343234,0.5095807767343234,1.0,1.0,0.4904192232656765,0.5095807767343234,0.4904192232656765,0.5095807767343234,1.0390717618088736,1.0390717618088736
8,1,13,percent,0,[],[],[],[],[],False,0.9999999999999998,0.5002346855186085,0.5002346855186085,1.0,1.0,0.4997653144813915,0.5002346855186085,0.4997653144813915,0.5002346855186085,1.0009391628715019,1.0009391628715019
8,2,13,percent,1,['Belinda Carlisle'],['Steve-O'],['Steve-O'],"['Steve-O', 'David Alan Grier']","['Steve-O', 'David Alan Grier']",False,0.99356906512808,0.5012442989597428,0.5012442989597428,0.9999085469629497,0.9999085469629497,0.498710088316651,0.5011984586462988,0.498710088316651,0.5011984586462988,1.0049895928276709,1.0049895928276709
8,3,12,percent,1,['Denise Richards'],['Steve Wozniak'],['Steve Wozniak'],"['Steve Wozniak', 'Steve-O']","['Steve Wozniak', 'Steve-O']",False,0.9923953268977465,0.5004559052512871,0.5004559052512871,0.9996870372338232,0.9996870372338232,0.4993877560469931,0.5002992811868301,0.4993877560469931,0.5002992811868301,1.001825265258403,1.001825265258403
8,4,11,percent,2,"['Holly Madison', 'Steve Wozniak']","['Steve Wozniak', 'Steve-O']","['Steve Wozniak', 'Holly Madison']","['Steve Wozniak', 'Steve-O']","['Steve Wozniak', 'Holly Madison']",True,0.9908673886137245,0.5009450169461029,0.5009434750099822,0.9983683508245847,1.0,0.4982407004023103,0.5001276504222745,0.4990565249900179,0.5009434750099822,1.0037872056228416,1.0037810145497885
8,5,9,percent,1,['David Alan Grier'],['Steve-O'],['Steve-O'],"['Steve-O', 'Lawrence Taylor']","['Steve-O', 'Lawrence Taylor']",False,1.0,0.5001153875179004,0.5001153875179004,1.0,1.0,0.4998846124820996,0.5001153875179004,0.4998846124820996,0.5001153875179004,1.000461636596571,1.000461636596571
8,6,8,percent,1,['Steve-O'],['Steve-O'],['Steve-O'],"['Steve-O', 'Ty Murray']","['Steve-O', 'Ty Murray']",False,0.9999999999999998,0.5005285132620743,0.5005285132620743,1.0,1.0,0.49947148673792574,0.5005285132620743,0.49947148673792574,0.5005285132620743,1.002116269959451,1.002116269959451
8,7,7,percent,1,['Lawrence Taylor'],['Lawrence Taylor'],['Lawrence Taylor'],"['Lawrence Taylor', 'Ty Murray']","['Lawrence Taylor', 'Ty Murray']",False,1.0,0.5000150992025016,0.5000150992025016,1.0,1.0,0.4999849007974984,0.5000150992025016,0.4999849007974984,0.5000150992025016,1.0000603786321374,1.0000603786321374
8,8,6,percent,1,['Chuck Wicks'],['Melissa Rycroft'],['Melissa Rycroft'],"['Melissa Rycroft', 'Chuck Wicks']","['Melissa Rycroft', 'Chuck Wicks']",False,0.9999999999999999,0.5079689939005579,0.5079689939005579,1.0,1.0,0.49203100609944206,0.5079689939005579,0.49203100609944206,0.5079689939005579,1.0323922217901296,1.0323922217901296
8,9,5,percent,1,"[""Lil' Kim""]",['Ty Murray'],['Ty Murray'],"['Ty Murray', ""Lil' Kim""]","['Ty Murray', ""Lil' Kim""]",False,0.9486832980505138,0.47559852102651795,0.47559852102651795,1.0,1.0,0.5244014789734821,0.47559852102651795,0.5244014789734821,0.47559852102651795,0.9069358707533494,0.9069358707533494
8,10,4,percent,1,['Ty Murray'],['Ty Murray'],['Ty Murray'],"['Ty Murray', 'Melissa Rycroft']","['Ty Murray', 'Melissa Rycroft']",False,1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.9999999800000003,0.9999999800000003
8,11,3,percent,0,[],[],[],[],[],False,1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.9999999800000003,0.9999999800000003
9,1,16,percent,2,"['Macy Gray', 'Ashley Hamiliton']","['Ashley Hamiliton', 'Macy Gray']","['Ashley Hamiliton', 'Macy Gray']","['Ashley Hamiliton', 'Macy Gray']","['Ashley Hamiliton', 'Macy Gray']",False,1.0,0.5001706856018615,0.5001706856018615,1.0,1.0,0.49982931439813844,0.5001706856018615,0.49982931439813844,0.5001706856018615,1.0006829555351402,1.0006829555351402
9,2,14,percent,1,['Kathy Ireland'],['Kathy Ireland'],['Kathy Ireland'],"['Kathy Ireland', 'Tom DeLay']","['Kathy Ireland', 'Tom DeLay']",False,1.0,0.502025579440029,0.502025579440029,1.0,1.0,0.49797442055997093,0.502025579440029,0.49797442055997093,0.502025579440029,1.0081352548071647,1.0081352548071647
9,3,13,percent,1,['Debi Mazar'],['Michael Irvin'],['Michael Irvin'],"['Michael Irvin', 'Tom DeLay']","['Michael Irvin', 'Tom DeLay']",False,0.9999999999999998,0.4997840057450864,0.4997840057450864,1.0,1.0,0.5002159942549136,0.4997840057450864,0.5002159942549136,0.4997840057450864,0.9991363760732312,0.9991363760732312
9,4,11,percent,1,['Chuck Liddell'],['Michael Irvin'],['Michael Irvin'],"['Michael Irvin', 'Louie Vito']","['Michael Irvin', 'Louie Vito']",False,0.9908673886137245,0.5005754535970632,0.5005754535970632,1.0,1.0,0.4994245464029367,0.5005754535970632,0.4994245464029367,0.5005754535970632,1.0023044465462727,1.0023044465462727
9,5,10,percent,1,['Natalie Coughlin'],['Michael Irvin'],['Michael Irvin'],"['Michael Irvin', 'Natalie Coughlin']","['Michael Irvin', 'Natalie Coughlin']",False,0.9999999999999999,0.5017803987620819,0.5017803987620819,1.0,1.0,0.49821960123791803,0.5017803987620819,0.49821960123791803,0.5017803987620819,1.00714702401079,1.00714702401079
9,6,9,percent,2,"['Louie Vito', 'Melissa Joan Hart']","['Melissa Joan Hart', 'Michael Irvin']","['Michael Irvin', 'Melissa Joan Hart']","['Melissa Joan Hart', 'Michael Irvin']","['Michael Irvin', 'Melissa Joan Hart']",False,0.9444444444444445,0.4980679733856007,0.49807074134400003,0.9985673290529741,1.0,0.501212923182487,0.49735440587048707,0.501929258656,0.49807074134400003,0.9923016206156134,0.9923126074669208
9,7,7,percent,2,"['Michael Irvin', 'Mark Dacascos']","['Mark Dacascos', 'Michael Irvin']","['Mark Dacascos', 'Michael Irvin']","['Mark Dacascos', 'Michael Irvin']","['Mark Dacascos', 'Michael Irvin']",False,1.0,0.5006343250603087,0.5006343250603087,1.0,1.0,0.49936567493969136,0.5006343250603087,0.49936567493969136,0.5006343250603087,1.0025405032001158,1.0025405032001158
9,8,5,percent,1,['Aaron Carter'],['Aaron Carter'],['Aaron Carter'],"['Aaron Carter', 'Donny Osmond']","['Aaron Carter', 'Donny Osmond']",False,0.9999999999999999,0.502834581222412,0.502834581222412,1.0,1.0,0.4971654187775881,0.502834581222412,0.4971654187775881,0.502834581222412,1.0114029498365624,1.0114029498365624
9,9,4,percent,1,['Joanna Krupa'],['Donny Osmond'],['Donny Osmond'],"['Donny Osmond', 'Kelly Osbourne']","['Donny Osmond', 'Kelly Osbourne']",False,0.912870929175277,0.48371073229484407,0.48371073229484407,1.0,1.0,0.5162892677051559,0.48371073229484407,0.5162892677051559,0.48371073229484407,0.9368986596910948,0.9368986596910948
9,10,3,percent,0,[],[],[],[],[],False,1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.9999999800000003,0.9999999800000003
10,1,11,percent,0,[],[],[],[],[],False,1.0,0.5009711665809977,0.5009711665809977,1.0,1.0,0.4990288334190022,0.5009711665809977,0.4990288334190022,0.5009711665809977,1.0038922062073368,1.0038922062073368
