phi_J,phi_F,phi_J_normalized,phi_F_normalized,v_J,v_F,v_JF,marginal_J,marginal_F,season,week,n_contestants,t
0.4988571413627197,0.5011428586372804,0.4988571413627197,0.5011428586372804,0.9977142827254394,1.0,1.0,0.0,0.002285717274560617,4,1,11,0.1
0.5873397172404482,0.4126602827595518,0.5873397172404482,0.4126602827595518,0.9746794344808966,0.8000000000000002,1.0,0.19999999999999984,0.025320565519103444,4,2,11,0.2
0.5794027865835929,0.42059721341640705,0.5794027865835929,0.42059721341640705,0.9624865547622781,0.8036809815950922,1.0,0.19631901840490784,0.03751344523772193,4,3,10,0.3
0.5208158260214505,0.4791841739785495,0.5208158260214505,0.4791841739785495,0.991631652042901,0.9500000000000001,1.0,0.04999999999999993,0.008368347957098954,4,4,9,0.4
0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.0,4,5,8,0.5
0.6205156044825574,0.3794843955174426,0.6205156044825574,0.3794843955174426,0.991031208965115,0.7500000000000002,1.0,0.24999999999999978,0.008968791034885015,4,6,7,0.6
0.5140755847990408,0.4859244152009592,0.5140755847990408,0.4859244152009592,0.9710083124552246,0.942857142857143,1.0,0.05714285714285705,0.028991687544775435,4,7,6,0.7
0.49999999999999994,0.49999999999999994,0.5,0.5,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.0,0.0,4,8,5,0.8
0.47434164902525694,0.525658350974743,0.47434164902525694,0.525658350974743,0.9486832980505139,1.0,1.0,0.0,0.05131670194948612,4,9,4,0.9
0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.0,4,10,3,1.0
0.4838377206557262,0.5161622793442737,0.4838377206557262,0.5161622793442737,0.9676754413114524,1.0,1.0,0.0,0.032324558688547556,5,1,12,0.1
0.6467682542569942,0.35323174574300575,0.6467682542569942,0.35323174574300575,0.9556369651349931,0.6621004566210046,1.0,0.3378995433789954,0.04436303486500692,5,2,11,0.2
0.49537740461807,0.50462259538193,0.49537740461807,0.50462259538193,0.99075480923614,1.0,1.0,0.0,0.00924519076385999,5,3,10,0.3
0.49559687671864106,0.504403123281359,0.49559687671864106,0.504403123281359,0.9742446008949094,0.9830508474576273,1.0,0.016949152542372725,0.025755399105090615,5,4,9,0.4
0.4969788243046467,0.5030211756953531,0.4969788243046468,0.5030211756953532,0.9939576486092934,0.9999999999999998,0.9999999999999998,0.0,0.006042351390706413,5,5,8,0.5
0.6205156044825574,0.3794843955174426,0.6205156044825574,0.3794843955174426,0.991031208965115,0.7500000000000002,1.0,0.24999999999999978,0.008968791034885015,5,6,7,0.6
0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.0,5,7,6,0.7
0.7,0.3,0.7,0.3,0.9999999999999999,0.6,0.9999999999999999,0.3999999999999999,0.0,5,8,5,0.8
0.574341649025257,0.425658350974743,0.574341649025257,0.425658350974743,0.9486832980505139,0.7999999999999999,1.0,0.20000000000000007,0.05131670194948612,5,9,4,0.9
0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.0,5,10,3,1.0
0.497352143787053,0.5026478562129468,0.4973521437870531,0.5026478562129469,0.994704287574106,0.9999999999999999,0.9999999999999999,0.0,0.005295712425893884,6,1,12,0.1
0.49824252531782925,0.5017574746821707,0.49824252531782925,0.5017574746821707,0.9964850506356585,1.0,1.0,0.0,0.003514949364341491,6,2,12,0.2
0.5470625235944337,0.4529374764055663,0.5470625235944337,0.4529374764055663,0.9721738276766724,0.878048780487805,1.0,0.12195121951219501,0.027826172323327625,6,3,10,0.3
0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.0,6,4,9,0.4
0.4969788243046467,0.5030211756953531,0.4969788243046468,0.5030211756953532,0.9939576486092934,0.9999999999999998,0.9999999999999998,0.0,0.006042351390706413,6,5,8,0.5
0.4955156044825575,0.5044843955174425,0.4955156044825575,0.5044843955174425,0.991031208965115,1.0,1.0,0.0,0.008968791034885015,6,6,7,0.6
0.6642339517331526,0.3357660482668474,0.6642339517331526,0.3357660482668474,0.9856107606091624,0.6571428571428573,1.0,0.34285714285714275,0.014389239390837583,6,7,6,0.7
0.7,0.3,0.7,0.3,0.9999999999999999,0.6,0.9999999999999999,0.3999999999999999,0.0,6,8,5,0.8
0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.0,6,9,4,0.9
0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.0,6,10,3,1.0
0.49723754792187697,0.5027624520781231,0.49723754792187697,0.5027624520781231,0.9944750958437539,1.0,1.0,0.0,0.005524904156246069,7,1,13,0.1
0.5124673447938988,0.4875326552061013,0.5124673447938988,0.4875326552061013,0.9885710532241612,0.9636363636363637,1.0,0.036363636363636265,0.011428946775838833,7,2,11,0.2
0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.0,7,3,9,0.3
0.4936031480821513,0.5063968519178488,0.4936031480821513,0.5063968519178488,0.9872062961643026,1.0,1.0,0.0,0.012793703835697445,7,4,9,0.4
0.994011760029677,0.005988239970323106,0.994011760029677,0.005988239970323106,0.9880235200593538,0.0,1.0,1.0,0.011976479940646212,7,5,8,0.5
0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.0,7,6,7,0.6
0.6070910945902954,0.3929089054097045,0.6070910945902954,0.3929089054097045,0.9856107606091624,0.7714285714285715,1.0,0.22857142857142854,0.014389239390837583,7,7,6,0.7
0.48733971724044817,0.5126602827595517,0.4873397172404483,0.5126602827595518,0.9746794344808963,0.9999999999999999,0.9999999999999999,0.0,0.025320565519103555,7,8,5,0.8
0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.0,7,9,4,0.9
0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.0,7,10,3,1.0
0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.0,8,1,13,0.09090909090909091
0.58102683298189,0.41897316701811005,0.58102683298189,0.41897316701811005,0.9917239956341096,0.8296703296703297,1.0,0.17032967032967028,0.008276004365890377,8,2,13,0.18181818181818182
0.5350753206560483,0.4649246793439517,0.5350753206560483,0.4649246793439517,0.9929576588559563,0.9228070175438597,1.0,0.07719298245614026,0.007042341144043673,8,3,12,0.2727272727272727
0.5034233514083817,0.49657664859161826,0.5034233514083817,0.49657664859161826,0.9977142827254394,0.9908675799086759,1.0,0.00913242009132409,0.002285717274560617,8,4,11,0.36363636363636365
0.6062456415429887,0.3937543584570114,0.6062456415429887,0.3937543584570114,0.9958246164193105,0.7833333333333333,1.0,0.21666666666666667,0.0041753835806894735,8,5,9,0.45454545454545453
0.4999999999999999,0.4999999999999999,0.5,0.5,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.0,0.0,8,6,8,0.5454545454545454
0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.0,8,7,7,0.6363636363636364
0.6642339517331526,0.3357660482668474,0.6642339517331526,0.3357660482668474,0.9856107606091624,0.6571428571428573,1.0,0.34285714285714275,0.014389239390837583,8,8,6,0.7272727272727273
0.5373397172404482,0.4626602827595517,0.5373397172404483,0.4626602827595518,0.9746794344808963,0.8999999999999998,0.9999999999999999,0.10000000000000009,0.025320565519103555,8,9,5,0.8181818181818182
0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.0,8,10,4,0.9090909090909091
0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.0,8,11,3,1.0
0.49926199221766954,0.5007380077823305,0.49926199221766954,0.5007380077823305,0.9985239844353391,1.0,1.0,0.0,0.0014760155646609263,9,1,16,0.1
0.49328828623162474,0.506711713768375,0.49328828623162485,0.5067117137683751,0.9865765724632495,0.9999999999999998,0.9999999999999998,0.0,0.013423427536750299,9,2,14,0.2
0.5281550776626914,0.47184492233730857,0.5281550776626914,0.47184492233730857,0.9958705948858224,0.9395604395604396,1.0,0.06043956043956045,0.004129405114177587,9,3,13,0.3
0.5102155709043574,0.4897844290956426,0.5102155709043574,0.4897844290956426,0.9931584145359876,0.9727272727272729,1.0,0.027272727272727115,0.0068415854640123674,9,4,11,0.4
0.5170783266518977,0.4829216733481023,0.5170783266518977,0.4829216733481023,0.9968895725584538,0.9627329192546584,1.0,0.037267080745341574,0.003110427441546215,9,5,10,0.5
0.5416666666666666,0.45833333333333337,0.5416666666666666,0.45833333333333337,0.9833333333333333,0.9,1.0,0.09999999999999998,0.01666666666666672,9,6,9,0.6
0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.0,9,7,7,0.7
0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.0,9,8,5,0.8
0.9,0.09999999999999999,0.9,0.09999999999999999,1.0,0.19999999999999998,1.0,0.8,0.0,9,9,4,0.9
0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.0,9,10,3,1.0
0.49541274706484684,0.5045872529351532,0.49541274706484684,0.5045872529351532,0.9908254941296937,1.0,1.0,0.0,0.009174505870306326,10,1,11,0.1
0.6943168875526802,0.3056831124473198,0.6943168875526802,0.3056831124473198,0.9977246841962695,0.6090909090909091,1.0,0.3909090909090909,0.0022753158037305266,10,2,11,0.2
0.49382692380513904,0.506173076194861,0.49382692380513904,0.506173076194861,0.9876538476102781,1.0,1.0,0.0,0.01234615238972192,10,3,10,0.3
0.5083333333333333,0.49166666666666664,0.5083333333333333,0.49166666666666664,1.0,0.9833333333333333,1.0,0.01666666666666672,0.0,10,4,9,0.4
0.49701489869400245,0.5029851013059976,0.49701489869400245,0.5029851013059976,0.9940297973880049,1.0,1.0,0.0,0.005970202611995101,10,5,8,0.5
0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.0,10,6,7,0.6
0.571218441941898,0.4287815580581021,0.571218441941898,0.4287815580581021,0.9710083124552246,0.8285714285714287,1.0,0.17142857142857126,0.028991687544775435,10,7,6,0.7
0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.0,10,8,5,0.8
0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.0,10,9,4,0.9
0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.0,10,10,3,1.0
0.49384321285314725,0.5061567871468527,0.49384321285314725,0.5061567871468527,0.9876864257062945,1.0,1.0,0.0,0.012313574293705498,11,1,12,0.1
0.49313468564056434,0.5068653143594357,0.49313468564056434,0.5068653143594357,0.9862693712811287,1.0,1.0,0.0,0.013730628718871318,11,2,11,0.2
0.4923190518154745,0.5076809481845255,0.4923190518154745,0.5076809481845255,0.984638103630949,1.0,1.0,0.0,0.015361896369051053,11,3,10,0.3
0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.0,11,4,9,0.4
0.5481927710843372,0.4518072289156626,0.5481927710843373,0.4518072289156627,0.9999999999999998,0.9036144578313252,0.9999999999999998,0.09638554216867457,0.0,11,5,8,0.5
0.9464285714285714,0.05357142857142858,0.9464285714285714,0.05357142857142858,1.0,0.10714285714285716,1.0,0.8928571428571428,0.0,11,6,7,0.6
0.6928053803045813,0.3071946196954188,0.6928053803045813,0.3071946196954188,0.9856107606091624,0.6,1.0,0.4,0.014389239390837583,11,7,6,0.7
0.5373397172404482,0.4626602827595517,0.5373397172404483,0.4626602827595518,0.9746794344808963,0.8999999999999998,0.9999999999999999,0.10000000000000009,0.025320565519103555,11,8,5,0.8
0.6000000000000001,0.39999999999999997,0.6000000000000001,0.39999999999999997,1.0,0.7999999999999999,1.0,0.20000000000000007,0.0,11,9,4,0.9
0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.0,11,10,3,1.0
0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.0,12,1,11,0.1
0.48966593436007705,0.5103340656399229,0.48966593436007705,0.5103340656399229,0.9793318687201541,1.0,1.0,0.0,0.020668131279845903,12,2,11,0.2
0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.0,12,3,10,0.3
0.516734893840262,0.48326510615973794,0.516734893840262,0.48326510615973794,0.9830496196132974,0.9495798319327733,1.0,0.05042016806722671,0.0169503803867026,12,4,9,0.4
0.4784513169075851,0.5215486830924148,0.4784513169075852,0.5215486830924149,0.9569026338151702,0.9999999999999998,0.9999999999999998,0.0,0.04309736618482962,12,5,8,0.5
0.4955156044825575,0.5044843955174425,0.4955156044825575,0.5044843955174425,0.991031208965115,1.0,1.0,0.0,0.008968791034885015,12,6,7,0.6
0.571218441941898,0.4287815580581021,0.571218441941898,0.4287815580581021,0.9710083124552246,0.8285714285714287,1.0,0.17142857142857126,0.028991687544775435,12,7,6,0.7
0.6499999999999999,0.35,0.65,0.35000000000000003,0.9999999999999999,0.7,0.9999999999999999,0.29999999999999993,0.0,12,8,5,0.8
0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.0,12,9,4,0.9
0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.0,12,10,3,1.0
0.49911894204674206,0.5008810579532579,0.49911894204674206,0.5008810579532579,0.9982378840934841,0.9999999999999999,0.9999999999999999,0.0,0.0017621159065157599,13,1,12,0.1
0.6562309250028895,0.3437690749971105,0.6562309250028895,0.3437690749971105,0.9745623066267836,0.6621004566210046,1.0,0.3378995433789954,0.02543769337321644,13,2,11,0.2
0.7739549824487388,0.22604501755126108,0.773954982448739,0.2260450175512611,0.9660917830792959,0.41818181818181815,0.9999999999999999,0.5818181818181818,0.033908216920704004,13,3,10,0.3
0.5419449778738755,0.4580550221261245,0.5419449778738755,0.4580550221261245,0.9830496196132974,0.8991596638655464,1.0,0.10084033613445365,0.0169503803867026,13,4,9,0.4
0.4969788243046467,0.5030211756953531,0.4969788243046468,0.5030211756953532,0.9939576486092934,0.9999999999999998,0.9999999999999998,0.0,0.006042351390706413,13,5,8,0.5
0.4955156044825575,0.5044843955174425,0.4955156044825575,0.5044843955174425,0.991031208965115,1.0,1.0,0.0,0.008968791034885015,13,6,7,0.6
0.5285714285714285,0.4714285714285715,0.5285714285714285,0.4714285714285715,1.0,0.942857142857143,1.0,0.05714285714285705,0.0,13,7,6,0.7
0.48733971724044817,0.5126602827595517,0.4873397172404483,0.5126602827595518,0.9746794344808963,0.9999999999999999,0.9999999999999999,0.0,0.025320565519103555,13,8,5,0.8
0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.0,13,9,4,0.9
0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.0,13,10,3,1.0
0.4936418848409382,0.5063581151590618,0.4936418848409382,0.5063581151590618,0.9872837696818764,1.0,1.0,0.0,0.012716230318123634,14,1,12,0.1
0.49737070920755116,0.5026292907924488,0.49737070920755116,0.5026292907924488,0.9947414184151023,1.0,1.0,0.0,0.00525858158489767,14,2,12,0.2
0.4777143593972364,0.5222856406027636,0.4777143593972364,0.5222856406027636,0.9554287187944728,1.0,1.0,0.0,0.044571281205527225,14,3,11,0.3
0.49842656997793694,0.5015734300220629,0.49842656997793705,0.501573430022063,0.9847319278346618,0.9878787878787878,0.9999999999999999,0.012121212121212088,0.015268072165338098,14,4,10,0.4
0.4978947274915307,0.5021052725084694,0.4978947274915307,0.5021052725084694,0.9957894549830614,1.0,1.0,0.0,0.004210545016938627,14,5,9,0.5
0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.0,14,6,8,0.6
0.5490870330539861,0.45091296694601396,0.5490870330539861,0.45091296694601396,0.991031208965115,0.8928571428571429,1.0,0.1071428571428571,0.008968791034885015,14,7,7,0.7
0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.0,14,8,6,0.8
1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,14,9,4,0.9
0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.0,14,10,3,1.0
0.49723754792187697,0.5027624520781231,0.49723754792187697,0.5027624520781231,0.9944750958437539,1.0,1.0,0.0,0.005524904156246069,15,1,13,0.1
0.6663627028649715,0.3336372971350286,0.6663627028649715,0.3336372971350286,0.9947229183096801,0.6619975125797373,1.0,0.33800248742026273,0.005277081690319929,15,2,12,0.2
0.5118990658138335,0.4881009341861665,0.5118990658138335,0.4881009341861665,0.9952267030562385,0.9714285714285715,1.0,0.02857142857142847,0.004773296943761496,15,3,11,0.3
0.5062456415429886,0.4937543584570114,0.5062456415429886,0.4937543584570114,0.9958246164193105,0.9833333333333333,1.0,0.01666666666666672,0.0041753835806894735,15,4,9,0.4
0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.0,15,5,8,0.5
0.994011760029677,0.005988239970323106,0.994011760029677,0.005988239970323106,0.9880235200593538,0.0,1.0,1.0,0.011976479940646212,15,6,8,0.6
0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.0,15,7,7,0.7
0.7276584616254146,0.2723415383745854,0.7276584616254146,0.2723415383745854,0.991031208965115,0.5357142857142858,1.0,0.4642857142857142,0.008968791034885015,15,8,7,0.8
0.7499999999999999,0.24999999999999997,0.75,0.25,0.9999999999999999,0.49999999999999994,0.9999999999999999,0.49999999999999994,0.0,15,9,5,0.9
0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.0,15,10,3,1.0
0.49642852571018725,0.5035714742898127,0.49642852571018725,0.5035714742898127,0.9928570514203745,1.0,1.0,0.0,0.0071429485796254966,16,1,12,0.1
0.4937995829980156,0.5062004170019843,0.4937995829980157,0.5062004170019844,0.9875991659960311,0.9999999999999999,0.9999999999999999,0.0,0.012400834003968741,16,2,12,0.2
0.49539160674833527,0.5046083932516647,0.49539160674833527,0.5046083932516647,0.9907832134966705,1.0,1.0,0.0,0.009216786503329466,16,3,11,0.3
0.49543369430686224,0.5045663056931377,0.4954336943068623,0.5045663056931378,0.9908673886137245,0.9999999999999999,0.9999999999999999,0.0,0.009132611386275413,16,4,10,0.4
0.4978947274915307,0.5021052725084694,0.4978947274915307,0.5021052725084694,0.9957894549830614,1.0,1.0,0.0,0.004210545016938627,16,5,9,0.5
0.49701489869400245,0.5029851013059976,0.49701489869400245,0.5029851013059976,0.9940297973880049,1.0,1.0,0.0,0.005970202611995101,16,6,8,0.6
0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.0,16,7,7,0.7
0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.0,16,8,6,0.8
0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.0,16,9,5,0.9
0.574341649025257,0.425658350974743,0.574341649025257,0.425658350974743,0.9486832980505139,0.7999999999999999,1.0,0.20000000000000007,0.05131670194948612,16,10,4,1.0
0.4991158260102074,0.5008841739897927,0.4991158260102074,0.5008841739897927,0.9982316520204148,1.0,1.0,0.0,0.0017683479795852497,17,1,12,0.09090909090909091
0.49910660289861475,0.5008933971013853,0.49910660289861475,0.5008933971013853,0.9912201988042226,0.9930069930069931,1.0,0.006993006993006867,0.00877980119577737,17,2,12,0.18181818181818182
0.49423279438526896,0.5057672056147311,0.49423279438526896,0.5057672056147311,0.9884655887705379,1.0,1.0,0.0,0.011534411229462083,17,3,11,0.2727272727272727
0.48412291827592707,0.515877081724073,0.48412291827592707,0.515877081724073,0.9682458365518541,1.0,1.0,0.0,0.031754163448145856,17,4,10,0.36363636363636365
0.9873397172404482,0.012660282759551778,0.9873397172404482,0.012660282759551778,0.9746794344808964,0.0,1.0,1.0,0.025320565519103555,17,5,9,0.45454545454545453
0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.0,17,6,8,0.5454545454545454
0.5782765193511968,0.42172348064880294,0.578276519351197,0.42172348064880305,0.9878783399072131,0.8313253012048192,0.9999999999999998,0.1686746987951806,0.012121660092786701,17,7,8,0.6363636363636364
0.5624188244595543,0.4375811755404457,0.5624188244595543,0.4375811755404457,0.981980506061966,0.8571428571428573,1.0,0.14285714285714268,0.018019493938034037,17,8,7,0.7272727272727273
0.9928053803045812,0.007194619695418791,0.9928053803045812,0.007194619695418791,0.9856107606091624,0.0,1.0,1.0,0.014389239390837583,17,9,6,0.8181818181818182
0.55,0.4499999999999999,0.55,0.4499999999999999,0.9999999999999999,0.8999999999999998,0.9999999999999999,0.10000000000000009,0.0,17,10,5,0.9090909090909091
0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.0,17,11,4,1.0
0.4964412359073528,0.5035587640926472,0.4964412359073528,0.5035587640926472,0.9928824718147056,1.0,1.0,0.0,0.0071175281852944305,18,1,12,0.1
0.6141522495546721,0.3858477504453279,0.6141522495546721,0.3858477504453279,0.9697252046209093,0.741420705511565,1.0,0.258579294488435,0.030274795379090724,18,2,11,0.2
0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.0,18,3,9,0.3
0.4958158260214505,0.5041841739785495,0.4958158260214505,0.5041841739785495,0.991631652042901,1.0,1.0,0.0,0.008368347957098954,18,4,9,0.4
0.5819283409369088,0.4180716590630912,0.5819283409369088,0.4180716590630912,0.9957894549830614,0.8319327731092437,1.0,0.16806722689075626,0.004210545016938627,18,5,9,0.5
0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.0,18,6,8,0.6
0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.0,18,7,7,0.7
0.9767312946227961,0.023268705377203824,0.9767312946227962,0.023268705377203828,0.9534625892455922,0.0,0.9999999999999999,0.9999999999999999,0.04653741075440765,18,8,6,0.8
0.6373397172404481,0.36266028275955176,0.6373397172404482,0.3626602827595518,0.9746794344808963,0.7,0.9999999999999999,0.29999999999999993,0.025320565519103555,18,9,5,0.9
0.6000000000000001,0.39999999999999997,0.6000000000000001,0.39999999999999997,1.0,0.7999999999999999,1.0,0.20000000000000007,0.0,18,10,4,1.0
0.5006825501901639,0.49931744980983606,0.5006825501901639,0.49931744980983606,0.9958705948858224,0.9945054945054945,1.0,0.005494505494505475,0.004129405114177587,19,1,13,0.09090909090909091
0.5427378902930124,0.4572621097069875,0.5427378902930124,0.4572621097069875,0.9805806756909201,0.8951048951048951,1.0,0.1048951048951049,0.01941932430907989,19,2,12,0.18181818181818182
0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.0,19,3,11,0.2727272727272727
0.9390243902439024,0.06097560975609759,0.9390243902439024,0.06097560975609759,0.9512195121951219,0.07317073170731708,1.0,0.9268292682926829,0.04878048780487809,19,4,10,0.36363636363636365
0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.0,19,5,9,0.45454545454545453
0.5708158260214506,0.4291841739785494,0.5708158260214506,0.4291841739785494,0.991631652042901,0.8499999999999999,1.0,0.15000000000000013,0.008368347957098954,19,6,9,0.5454545454545454
0.5357142857142856,0.46428571428571436,0.5357142857142856,0.46428571428571436,1.0,0.9285714285714287,1.0,0.07142857142857129,0.0,19,7,8,0.6363636363636364
0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.0,19,8,7,0.7272727272727273
0.6642339517331526,0.3357660482668474,0.6642339517331526,0.3357660482668474,0.9856107606091624,0.6571428571428573,1.0,0.34285714285714275,0.014389239390837583,19,9,6,0.8181818181818182
0.49999999999999994,0.49999999999999994,0.5,0.5,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.0,0.0,19,10,5,0.9090909090909091
0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.0,19,11,4,1.0
0.49642852571018725,0.5035714742898127,0.49642852571018725,0.5035714742898127,0.9928570514203745,1.0,1.0,0.0,0.0071429485796254966,20,1,12,0.1
0.791804497475813,0.20819550252418692,0.791804497475813,0.20819550252418692,0.9752173865600178,0.3916083916083916,1.0,0.6083916083916083,0.024782613439982226,20,2,12,0.2
0.4988571413627197,0.5011428586372804,0.4988571413627197,0.5011428586372804,0.9977142827254394,1.0,1.0,0.0,0.002285717274560617,20,3,11,0.3
0.5393847005793122,0.46061529942068763,0.5393847005793123,0.46061529942068774,0.9939209163101398,0.9151515151515152,0.9999999999999999,0.08484848484848473,0.006079083689860099,20,4,10,0.4
0.60502421275539,0.3949757872446101,0.60502421275539,0.3949757872446101,0.9915610305527968,0.7815126050420169,1.0,0.21848739495798308,0.008438969447203237,20,5,9,0.5
0.5331234026178996,0.4668765973821002,0.5331234026178997,0.4668765973821003,0.9939576486092934,0.927710843373494,0.9999999999999998,0.07228915662650581,0.006042351390706413,20,6,8,0.6
0.990990253030983,0.009009746969017018,0.990990253030983,0.009009746969017018,0.981980506061966,0.0,1.0,1.0,0.018019493938034037,20,7,7,0.7
0.5285714285714285,0.4714285714285715,0.5285714285714285,0.4714285714285715,1.0,0.942857142857143,1.0,0.05714285714285705,0.0,20,8,6,0.8
